payment_id,user_id,trial_started_at,trial_started_flag,trial_converted_to_paid,payment_date,payment_amount,subscription_plan,payment_status
124,418,2026-01-17 22:42:27,1,1,2026-01-30 14:42:27,94.99,yearly,paid
125,419,2026-01-20 02:59:10,1,0,,14.99,monthly,failed
126,420,2026-01-24 18:34:57,1,0,,35.99,quarterly,failed
127,421,2026-01-31 07:25:15,1,0,,35.99,quarterly,failed
128,424,2026-01-26 09:05:44,1,0,,14.99,monthly,failed
129,425,2026-01-23 13:09:02,1,1,2026-02-02 18:09:02,94.99,yearly,paid
130,431,2026-01-16 11:25:49,1,1,2026-01-23 12:25:49,94.99,yearly,paid
131,434,2026-01-18 02:28:17,1,0,,14.99,monthly,failed
132,435,2026-01-23 17:00:18,1,0,,14.99,monthly,failed
133,436,2026-01-17 12:29:29,1,0,,14.99,monthly,failed
134,437,2026-01-25 02:27:04,1,0,,14.99,monthly,failed
135,438,2026-02-01 01:26:43,1,1,2026-02-12 02:26:43,14.99,monthly,paid
136,442,2026-01-21 12:47:13,1,1,2026-01-27 22:47:13,14.99,monthly,paid
137,446,2026-01-26 10:26:54,1,0,,14.99,monthly,failed
138,447,2026-01-21 05:00:17,1,1,2026-01-31 02:00:17,35.99,quarterly,paid
139,450,2026-01-20 05:52:12,1,1,2026-01-27 22:52:12,94.99,yearly,paid
140,452,2026-01-31 03:19:18,1,0,,14.99,monthly,failed
141,454,2026-01-16 09:08:33,1,1,2026-01-22 04:08:33,94.99,yearly,paid
142,457,2026-01-19 09:28:08,1,1,2026-01-26 00:28:08,35.99,quarterly,paid
143,458,2026-01-27 16:39:42,1,0,,14.99,monthly,failed
144,460,2026-01-18 16:12:22,1,1,2026-01-25 10:12:22,35.99,quarterly,paid
145,461,2026-01-28 19:06:56,1,0,,14.99,monthly,failed
146,462,2026-01-17 21:15:30,1,0,,14.99,monthly,failed
147,464,2026-01-23 13:59:55,1,0,,14.99,monthly,failed
148,468,2026-01-26 20:11:07,1,1,2026-02-01 22:11:07,14.99,monthly,paid
149,475,2026-01-26 20:47:41,1,0,,14.99,monthly,failed
150,480,2026-01-17 22:31:50,1,1,2026-01-24 15:31:50,35.99,quarterly,paid
151,485,2026-01-23 07:54:25,1,0,,35.99,quarterly,failed
152,489,2026-01-29 18:10:48,1,0,,14.99,monthly,failed
153,494,2026-01-26 06:04:03,1,0,,35.99,quarterly,failed
154,496,2026-01-23 06:19:45,1,1,2026-02-01 02:19:45,14.99,monthly,paid
155,500,2026-01-23 04:45:35,1,0,,35.99,quarterly,failed
156,505,2026-01-21 03:49:23,1,0,,14.99,monthly,failed
157,509,2026-01-20 19:37:34,1,0,,35.99,quarterly,failed
158,518,2026-01-16 22:09:21,1,0,,14.99,monthly,failed
159,521,2026-01-22 00:00:26,1,0,,35.99,quarterly,failed
160,522,2026-01-18 16:38:19,1,0,,14.99,monthly,failed
161,523,2026-01-20 02:27:32,1,0,,14.99,monthly,failed
162,524,2026-01-30 12:27:46,1,0,,35.99,quarterly,failed
163,528,2026-01-18 16:41:59,1,1,2026-01-29 18:41:59,14.99,monthly,paid
164,530,2026-01-31 04:45:21,1,1,2026-02-10 13:45:21,35.99,quarterly,paid
165,531,2026-01-25 14:12:44,1,1,2026-02-02 14:12:44,14.99,monthly,paid
166,541,2026-01-28 22:17:12,1,0,,35.99,quarterly,failed
167,542,2026-01-17 02:36:04,1,1,2026-01-29 11:36:04,35.99,quarterly,paid
168,543,2026-01-18 10:29:14,1,0,,94.99,yearly,failed
169,546,2026-01-15 22:46:47,1,0,,14.99,monthly,failed
170,547,2026-01-23 11:08:16,1,0,,94.99,yearly,failed
171,559,2026-01-29 00:24:06,1,1,2026-02-04 00:24:06,35.99,quarterly,paid
172,561,2026-01-25 05:53:51,1,1,2026-01-31 01:53:51,14.99,monthly,paid
173,568,2026-01-20 10:45:00,1,0,,94.99,yearly,failed
174,579,2026-01-31 11:34:02,1,1,2026-02-06 22:34:02,94.99,yearly,paid
175,580,2026-01-17 18:28:55,1,1,2026-01-30 21:28:55,14.99,monthly,paid
176,587,2026-01-27 08:16:06,1,0,,14.99,monthly,failed
177,588,2026-01-17 16:26:17,1,0,,94.99,yearly,failed
178,589,2026-01-29 09:32:58,1,1,2026-02-09 17:32:58,14.99,monthly,paid
179,591,2026-01-29 13:41:03,1,1,2026-02-08 02:41:03,14.99,monthly,paid
180,592,2026-01-31 10:16:56,1,0,,14.99,monthly,failed
181,597,2026-01-25 21:22:50,1,0,,14.99,monthly,failed
182,599,2026-01-25 18:09:01,1,1,2026-02-01 15:09:01,14.99,monthly,paid
183,604,2026-01-17 23:53:50,1,0,,14.99,monthly,failed
184,610,2026-01-31 10:53:21,1,0,,14.99,monthly,failed
185,612,2026-01-23 16:49:19,1,0,,14.99,monthly,failed
186,625,2026-01-25 23:30:15,1,1,2026-02-04 16:30:15,14.99,monthly,paid
187,627,2026-01-21 11:00:02,1,0,,14.99,monthly,failed
188,633,2026-01-22 22:01:47,1,1,2026-02-02 13:01:47,94.99,yearly,paid
189,637,2026-01-19 19:03:43,1,0,,14.99,monthly,failed
190,643,2026-01-31 09:30:35,1,0,,14.99,monthly,failed
191,645,2026-01-29 19:16:42,1,0,,35.99,quarterly,failed
192,650,2026-01-31 00:12:45,1,0,,14.99,monthly,failed
193,660,2026-01-20 15:34:02,1,1,2026-01-27 21:34:02,35.99,quarterly,paid
194,661,2026-01-18 03:06:04,1,0,,14.99,monthly,failed
195,662,2026-01-27 23:50:11,1,1,2026-02-03 03:50:11,35.99,quarterly,paid
196,668,2026-01-30 18:10:24,1,1,2026-02-11 23:10:24,14.99,monthly,paid
197,669,2026-02-01 11:55:39,1,0,,14.99,monthly,failed
198,670,2026-01-17 22:53:52,1,0,,35.99,quarterly,failed
199,671,2026-01-31 19:37:28,1,1,2026-02-06 18:37:28,94.99,yearly,paid
200,676,2026-01-27 15:05:31,1,1,2026-02-02 14:05:31,14.99,monthly,paid
201,681,2026-01-28 21:09:14,1,0,,14.99,monthly,failed
202,685,2026-01-18 08:06:48,1,1,2026-01-26 06:06:48,94.99,yearly,paid
203,686,2026-01-29 13:45:38,1,0,,35.99,quarterly,failed
204,691,2026-02-01 21:38:13,1,1,2026-02-10 10:38:13,14.99,monthly,paid
205,695,2026-01-18 09:45:46,1,1,2026-01-26 04:45:46,14.99,monthly,paid
206,700,2026-01-17 17:46:48,1,0,,94.99,yearly,failed
207,706,2026-01-24 16:29:59,1,1,2026-01-31 13:29:59,14.99,monthly,paid
208,708,2026-01-25 22:33:05,1,0,,14.99,monthly,failed
209,709,2026-01-24 21:10:44,1,0,,14.99,monthly,failed
210,711,2026-01-27 08:08:40,1,1,2026-02-04 18:08:40,14.99,monthly,paid
211,715,2026-01-31 21:24:28,1,0,,14.99,monthly,failed
212,718,2026-01-24 06:47:54,1,0,,14.99,monthly,failed
213,721,2026-01-18 01:46:02,1,1,2026-01-24 10:46:02,94.99,yearly,paid
214,722,2026-02-01 18:56:39,1,1,2026-02-07 05:56:39,14.99,monthly,paid
215,728,2026-01-18 07:47:06,1,1,2026-01-26 17:47:06,14.99,monthly,paid
216,743,2026-01-27 15:52:29,1,1,2026-02-01 20:52:29,94.99,yearly,paid
217,744,2026-01-20 12:22:41,1,1,2026-01-27 12:22:41,35.99,quarterly,paid
218,746,2026-01-22 18:35:25,1,0,,14.99,monthly,failed
219,748,2026-01-20 20:17:29,1,1,2026-01-27 17:17:29,35.99,quarterly,paid
220,754,2026-02-01 17:56:24,1,1,2026-02-09 23:56:24,14.99,monthly,paid
221,756,2026-01-22 23:39:53,1,0,,35.99,quarterly,failed
222,758,2026-01-23 06:23:40,1,1,2026-02-01 12:23:40,94.99,yearly,paid
223,761,2026-01-18 10:48:28,1,1,2026-01-31 07:48:28,14.99,monthly,paid
224,762,2026-01-26 07:37:16,1,0,,35.99,quarterly,failed
225,766,2026-01-28 11:21:46,1,1,2026-02-05 22:21:46,35.99,quarterly,paid
226,767,2026-01-25 20:58:18,1,0,,14.99,monthly,failed
227,769,2026-01-17 18:05:26,1,0,,14.99,monthly,failed
228,770,2026-01-21 13:33:16,1,0,,14.99,monthly,failed
229,771,2026-01-27 05:58:57,1,0,,35.99,quarterly,failed
230,772,2026-02-02 01:32:44,1,0,,94.99,yearly,failed
231,776,2026-02-01 01:05:14,1,0,,35.99,quarterly,failed
232,778,2026-01-18 06:20:21,1,0,,94.99,yearly,failed
233,784,2026-01-17 16:44:38,1,0,,14.99,monthly,failed
234,795,2026-01-23 23:58:15,1,0,,94.99,yearly,failed
235,796,2026-01-21 00:30:23,1,1,2026-02-01 11:30:23,14.99,monthly,paid
236,798,2026-01-23 02:05:15,1,0,,14.99,monthly,failed
237,799,2026-01-21 21:40:44,1,0,,14.99,monthly,failed
238,805,2026-01-28 03:11:46,1,0,,14.99,monthly,failed
239,806,2026-01-29 13:46:04,1,1,2026-02-12 04:46:04,14.99,monthly,paid
240,809,2026-01-23 03:29:52,1,0,,94.99,yearly,failed
241,812,2026-01-31 04:42:48,1,0,,14.99,monthly,failed
242,823,2026-01-18 11:42:07,1,1,2026-01-24 23:42:07,14.99,monthly,paid
243,824,2026-01-26 15:15:03,1,1,2026-02-02 20:15:03,94.99,yearly,paid
244,829,2026-01-31 00:17:06,1,0,,35.99,quarterly,failed
245,835,2026-01-30 19:34:24,1,0,,35.99,quarterly,failed
246,839,2026-01-15 13:56:44,1,0,,35.99,quarterly,failed
247,842,2026-01-26 08:45:27,1,0,,14.99,monthly,failed
248,857,2026-01-19 21:54:43,1,0,,14.99,monthly,failed
249,858,2026-01-17 00:21:02,1,0,,94.99,yearly,failed
250,859,2026-01-26 13:00:18,1,1,2026-02-02 04:00:18,35.99,quarterly,paid
251,860,2026-01-29 21:47:35,1,0,,14.99,monthly,failed
252,861,2026-01-31 23:01:26,1,0,,14.99,monthly,failed
253,863,2026-01-18 20:03:14,1,1,2026-01-28 21:03:14,14.99,monthly,paid
254,867,2026-01-30 17:28:41,1,1,2026-02-08 06:28:41,14.99,monthly,paid
255,870,2026-01-15 21:22:54,1,1,2026-01-24 12:22:54,14.99,monthly,paid
256,874,2026-01-17 22:58:07,1,1,2026-01-30 06:58:07,35.99,quarterly,paid
257,876,2026-01-24 13:50:55,1,1,2026-01-29 19:50:55,14.99,monthly,paid
258,877,2026-01-25 23:15:15,1,0,,35.99,quarterly,failed
259,883,2026-01-24 13:06:09,1,0,,14.99,monthly,failed
260,886,2026-01-28 16:43:31,1,1,2026-02-04 19:43:31,94.99,yearly,paid
261,887,2026-01-16 11:38:04,1,1,2026-01-21 21:38:04,35.99,quarterly,paid
262,888,2026-01-18 12:45:39,1,0,,94.99,yearly,failed
263,889,2026-01-16 05:25:32,1,0,,14.99,monthly,failed
264,891,2026-01-17 17:47:31,1,1,2026-01-29 19:47:31,14.99,monthly,paid
265,913,2026-01-21 17:33:42,1,0,,14.99,monthly,failed
266,915,2026-01-26 04:31:15,1,0,,94.99,yearly,failed
267,916,2026-01-24 15:05:33,1,0,,14.99,monthly,failed
268,917,2026-01-25 16:32:57,1,0,,14.99,monthly,failed
269,918,2026-01-28 21:54:18,1,1,2026-02-05 06:54:18,14.99,monthly,paid
270,927,2026-01-24 10:50:02,1,1,2026-02-01 22:50:02,14.99,monthly,paid
271,928,2026-01-21 03:56:52,1,1,2026-01-28 15:56:52,14.99,monthly,paid
272,932,2026-01-27 23:30:30,1,1,2026-02-04 02:30:30,14.99,monthly,paid
273,934,2026-01-26 18:53:13,1,1,2026-02-03 06:53:13,94.99,yearly,paid
274,950,2026-01-19 23:27:17,1,1,2026-02-01 10:27:17,14.99,monthly,paid
275,953,2026-01-25 16:47:48,1,0,,14.99,monthly,failed
276,958,2026-01-26 07:55:43,1,0,,14.99,monthly,failed
277,960,2026-01-22 22:01:07,1,0,,14.99,monthly,failed
278,964,2026-01-19 23:47:32,1,0,,35.99,quarterly,failed
279,976,2026-01-19 07:02:30,1,1,2026-01-24 21:02:30,14.99,monthly,paid
280,977,2026-01-18 10:51:31,1,0,,35.99,quarterly,failed
281,986,2026-01-28 01:11:33,1,0,,35.99,quarterly,failed
282,988,2026-01-20 16:00:55,1,1,2026-02-02 12:00:55,94.99,yearly,paid
283,990,2026-01-30 00:16:20,1,0,,35.99,quarterly,failed
284,1003,2026-01-25 04:47:36,1,0,,14.99,monthly,failed
285,1007,2026-01-30 17:53:31,1,0,,14.99,monthly,failed
286,1008,2026-01-25 11:28:56,1,1,2026-02-03 00:28:56,14.99,monthly,paid
287,1010,2026-01-23 21:16:20,1,1,2026-02-06 17:16:20,14.99,monthly,paid
288,1011,2026-01-20 03:39:21,1,1,2026-01-28 07:39:21,94.99,yearly,paid
289,1012,2026-01-29 19:20:49,1,1,2026-02-10 23:20:49,14.99,monthly,paid
290,1014,2026-01-21 22:17:45,1,0,,14.99,monthly,failed
291,1016,2026-01-29 17:39:07,1,1,2026-02-08 03:39:07,14.99,monthly,paid
292,1017,2026-01-22 19:38:30,1,1,2026-02-04 03:38:30,14.99,monthly,paid
293,1021,2026-01-16 22:49:35,1,0,,94.99,yearly,failed
294,1023,2026-01-31 00:21:22,1,0,,14.99,monthly,failed
295,1028,2026-01-20 15:29:22,1,1,2026-01-27 01:29:22,14.99,monthly,paid
296,1036,2026-01-28 08:01:06,1,0,,14.99,monthly,failed
297,1038,2026-01-16 04:59:26,1,1,2026-01-28 20:59:26,14.99,monthly,paid
298,1040,2026-01-29 03:29:12,1,1,2026-02-06 09:29:12,35.99,quarterly,paid
299,1041,2026-01-28 15:06:54,1,1,2026-02-05 10:06:54,14.99,monthly,paid
300,1049,2026-01-26 11:43:46,1,0,,14.99,monthly,failed
301,1052,2026-01-22 17:53:13,1,0,,35.99,quarterly,failed
302,1057,2026-01-24 05:25:41,1,0,,35.99,quarterly,failed
303,1064,2026-01-27 06:48:20,1,1,2026-02-02 10:48:20,94.99,yearly,paid
304,1067,2026-01-31 05:39:54,1,0,,14.99,monthly,failed
305,1074,2026-01-25 16:14:09,1,1,2026-02-04 09:14:09,14.99,monthly,paid
306,1075,2026-01-24 08:25:28,1,0,,14.99,monthly,failed
307,1076,2026-01-18 14:48:37,1,1,2026-01-26 01:48:37,35.99,quarterly,paid
308,1079,2026-01-22 14:26:36,1,0,,14.99,monthly,failed
309,1086,2026-01-30 11:20:25,1,0,,14.99,monthly,failed
310,1087,2026-01-30 04:03:54,1,0,,14.99,monthly,failed
311,1088,2026-02-01 20:03:04,1,0,,14.99,monthly,failed
312,1091,2026-01-23 14:11:02,1,0,,14.99,monthly,failed
313,1092,2026-01-22 15:53:03,1,1,2026-01-30 17:53:03,35.99,quarterly,paid
314,1093,2026-01-30 13:55:20,1,1,2026-02-10 22:55:20,14.99,monthly,paid
315,1094,2026-01-22 18:10:10,1,0,,35.99,quarterly,failed
316,1096,2026-01-16 14:39:36,1,1,2026-01-25 17:39:36,14.99,monthly,paid
317,1098,2026-01-28 16:10:28,1,0,,14.99,monthly,failed
318,1102,2026-01-24 22:29:07,1,1,2026-01-29 23:29:07,14.99,monthly,paid
319,1105,2026-01-20 13:59:18,1,1,2026-01-30 07:59:18,14.99,monthly,paid
320,1107,2026-01-19 22:35:11,1,1,2026-01-25 09:35:11,35.99,quarterly,paid
321,1114,2026-01-21 05:09:36,1,0,,14.99,monthly,failed
322,1118,2026-01-26 06:16:10,1,0,,14.99,monthly,failed
323,1122,2026-01-17 04:19:08,1,1,2026-01-29 05:19:08,14.99,monthly,paid
324,1123,2026-01-19 22:42:00,1,1,2026-01-31 05:42:00,14.99,monthly,paid
325,1124,2026-01-21 01:24:58,1,0,,94.99,yearly,failed
326,1129,2026-01-24 18:55:07,1,1,2026-01-31 05:55:07,14.99,monthly,paid
327,1132,2026-01-27 00:26:34,1,1,2026-02-01 12:26:34,35.99,quarterly,paid
328,1135,2026-01-25 16:26:33,1,0,,14.99,monthly,failed
329,1136,2026-01-16 02:42:29,1,0,,14.99,monthly,failed
330,1137,2026-01-27 13:46:45,1,1,2026-02-07 11:46:45,14.99,monthly,paid
331,1141,2026-01-30 20:31:25,1,1,2026-02-09 01:31:25,35.99,quarterly,paid
332,1144,2026-01-30 18:32:50,1,1,2026-02-13 00:32:50,35.99,quarterly,paid
333,1145,2026-01-21 23:05:29,1,0,,14.99,monthly,failed
334,1150,2026-01-30 21:37:20,1,1,2026-02-07 12:37:20,14.99,monthly,paid
335,1151,2026-01-21 19:54:21,1,0,,14.99,monthly,failed
336,1154,2026-01-31 19:05:50,1,1,2026-02-09 04:05:50,35.99,quarterly,paid
337,1160,2026-01-22 08:57:39,1,0,,14.99,monthly,failed
338,1163,2026-01-30 08:58:27,1,0,,35.99,quarterly,failed
339,1169,2026-02-01 08:16:05,1,1,2026-02-10 03:16:05,14.99,monthly,paid
340,1175,2026-01-16 13:29:13,1,1,2026-01-27 22:29:13,35.99,quarterly,paid
341,1176,2026-01-22 03:15:11,1,0,,14.99,monthly,failed
342,1177,2026-01-21 05:07:08,1,0,,35.99,quarterly,failed
343,1182,2026-01-31 09:24:13,1,1,2026-02-10 13:24:13,35.99,quarterly,paid
344,1186,2026-01-21 02:28:27,1,0,,14.99,monthly,failed
345,1187,2026-01-17 14:06:06,1,0,,35.99,quarterly,failed
346,1189,2026-01-24 18:08:30,1,0,,14.99,monthly,failed
347,1195,2026-01-25 08:32:13,1,0,,14.99,monthly,failed
348,1198,2026-02-01 13:34:36,1,0,,14.99,monthly,failed
349,1200,2026-01-27 12:06:21,1,1,2026-02-03 14:06:21,14.99,monthly,paid
350,1209,2026-01-20 00:10:12,1,1,2026-01-29 23:10:12,14.99,monthly,paid
351,1211,2026-01-26 12:20:02,1,0,,14.99,monthly,failed
352,1218,2026-01-29 02:49:28,1,1,2026-02-07 21:49:28,14.99,monthly,paid
353,1223,2026-02-01 23:18:04,1,0,,14.99,monthly,failed
354,1225,2026-01-23 05:04:20,1,1,2026-02-05 20:04:20,35.99,quarterly,paid
355,1233,2026-01-31 21:54:16,1,1,2026-02-11 23:54:16,14.99,monthly,paid
356,1245,2026-01-31 10:00:07,1,1,2026-02-06 10:00:07,14.99,monthly,paid
357,1251,2026-01-20 22:41:59,1,1,2026-01-27 14:41:59,14.99,monthly,paid
