user_id,registration_date,country,device_type,acquisition_channel,language_level,goal_type,motivation_type,onboarding_version,experiment_period,trial_started_flag,paid_flag
54,2026-01-22 22:25:19,Poland,android,organic,beginner,self_development,high,old,before_change,0,0
55,2026-01-23 11:05:56,Germany,android,blog,beginner,work,medium,old,before_change,0,0
56,2026-01-15 17:52:18,Brazil,android,paid_search,elementary,exam,high,old,before_change,0,0
57,2026-01-24 07:00:01,Brazil,android,referral,beginner,work,medium,old,before_change,0,0
58,2026-01-17 14:57:00,Netherlands,android,organic,elementary,exam,high,old,before_change,0,0
59,2026-01-27 15:17:50,Germany,ios,organic,beginner,travel,medium,old,before_change,1,1
60,2026-01-26 14:41:02,Germany,ios,referral,elementary,work,high,old,before_change,1,0
61,2026-01-30 16:23:28,Germany,android,blog,beginner,work,low,old,before_change,0,0
62,2026-01-27 15:51:46,Spain,android,organic,beginner,work,high,old,before_change,0,0
63,2026-01-21 05:35:24,Germany,ios,organic,intermediate,travel,high,old,before_change,1,0
64,2026-01-31 10:44:38,Italy,android,tiktok_ads,elementary,work,high,old,before_change,0,0
65,2026-01-21 23:37:36,Brazil,android,instagram_ads,elementary,self_development,medium,old,before_change,0,0
66,2026-01-20 12:56:12,Netherlands,android,paid_search,elementary,travel,medium,old,before_change,0,0
67,2026-01-30 09:27:30,Spain,android,organic,beginner,work,medium,old,before_change,0,0
68,2026-01-21 07:08:51,Germany,ios,blog,beginner,travel,medium,old,before_change,0,0
69,2026-01-16 07:08:52,Brazil,android,organic,elementary,work,low,old,before_change,0,0
70,2026-01-22 23:34:43,Spain,ios,paid_search,intermediate,travel,medium,old,before_change,0,0
71,2026-01-28 12:38:14,Spain,android,paid_search,intermediate,self_development,medium,old,before_change,0,0
72,2026-01-18 05:18:15,Brazil,ios,organic,elementary,work,medium,old,before_change,0,0
73,2026-01-22 20:52:47,Brazil,android,instagram_ads,beginner,self_development,low,old,before_change,0,0
74,2026-01-17 05:00:28,Italy,android,paid_search,elementary,travel,high,old,before_change,0,0
75,2026-01-26 16:04:59,Germany,android,instagram_ads,elementary,self_development,high,old,before_change,1,1
76,2026-01-23 02:05:15,Brazil,android,paid_search,beginner,travel,medium,old,before_change,0,0
77,2026-01-20 14:43:12,Germany,android,organic,beginner,travel,medium,old,before_change,0,0
78,2026-01-18 20:34:44,Spain,android,referral,beginner,self_development,high,old,before_change,1,1
79,2026-01-24 14:18:57,Poland,ios,instagram_ads,beginner,travel,low,old,before_change,1,1
80,2026-01-26 09:17:02,Germany,ios,paid_search,elementary,work,high,old,before_change,0,0
81,2026-01-30 23:38:41,Netherlands,android,organic,beginner,exam,medium,old,before_change,0,0
82,2026-01-22 10:21:28,Spain,ios,instagram_ads,elementary,work,high,old,before_change,0,0
83,2026-01-17 17:33:38,Germany,android,referral,beginner,travel,low,old,before_change,0,0
84,2026-01-29 03:43:57,Italy,ios,tiktok_ads,beginner,self_development,medium,old,before_change,0,0
85,2026-01-25 16:56:37,Spain,android,referral,elementary,exam,high,old,before_change,0,0
86,2026-01-26 21:42:29,Poland,ios,organic,elementary,self_development,high,old,before_change,1,0
87,2026-01-16 15:40:06,Spain,android,blog,intermediate,self_development,high,old,before_change,1,1
88,2026-01-20 07:26:44,Italy,ios,organic,elementary,self_development,medium,old,before_change,0,0
89,2026-01-28 01:16:49,Spain,android,paid_search,intermediate,work,high,old,before_change,1,0
90,2026-01-29 03:33:43,Spain,ios,instagram_ads,beginner,travel,medium,old,before_change,0,0
91,2026-01-22 09:34:06,Poland,android,organic,elementary,self_development,medium,old,before_change,0,0
92,2026-01-28 16:20:37,Spain,ios,paid_search,beginner,self_development,medium,old,before_change,0,0
93,2026-01-29 07:24:37,Spain,android,organic,elementary,exam,high,old,before_change,1,0
94,2026-01-21 14:05:28,Italy,android,tiktok_ads,elementary,self_development,medium,old,before_change,0,0
95,2026-01-30 06:25:11,Brazil,android,tiktok_ads,beginner,travel,low,old,before_change,1,1
96,2026-01-19 21:38:16,Netherlands,android,instagram_ads,elementary,travel,medium,old,before_change,0,0
97,2026-01-19 01:44:22,Netherlands,android,paid_search,elementary,travel,low,old,before_change,0,0
98,2026-01-26 14:27:29,Poland,android,paid_search,beginner,exam,high,old,before_change,0,0
99,2026-01-25 19:47:55,Poland,ios,referral,elementary,work,high,old,before_change,0,0
100,2026-01-17 09:01:08,Brazil,android,instagram_ads,intermediate,travel,low,old,before_change,0,0
101,2026-01-29 03:45:23,Spain,ios,instagram_ads,beginner,work,medium,old,before_change,0,0
102,2026-01-18 09:33:45,Germany,android,organic,elementary,work,medium,old,before_change,0,0
103,2026-01-28 16:23:55,Netherlands,ios,organic,intermediate,work,medium,old,before_change,1,0
104,2026-01-15 03:00:13,Poland,ios,paid_search,beginner,travel,medium,old,before_change,1,1
105,2026-01-28 13:06:42,Brazil,android,tiktok_ads,beginner,travel,low,old,before_change,0,0
106,2026-01-28 09:03:54,Germany,android,referral,elementary,work,high,old,before_change,0,0
107,2026-01-28 06:23:19,Spain,ios,blog,elementary,travel,high,old,before_change,0,0
108,2026-01-26 07:15:32,Brazil,android,paid_search,elementary,work,low,old,before_change,0,0
109,2026-01-23 00:23:57,Poland,android,instagram_ads,elementary,work,high,old,before_change,1,1
110,2026-01-26 23:42:26,Germany,ios,tiktok_ads,elementary,self_development,medium,old,before_change,0,0
111,2026-01-19 17:03:56,Netherlands,ios,paid_search,beginner,travel,high,old,before_change,1,1
112,2026-01-28 06:32:14,Poland,android,instagram_ads,beginner,travel,medium,old,before_change,0,0
113,2026-01-24 10:42:14,Italy,android,tiktok_ads,elementary,self_development,medium,old,before_change,0,0
114,2026-01-22 19:14:15,Germany,ios,organic,beginner,travel,high,old,before_change,1,1
115,2026-01-23 14:17:14,Italy,android,paid_search,intermediate,work,high,old,before_change,1,0
116,2026-01-24 16:02:47,Netherlands,ios,paid_search,beginner,self_development,medium,old,before_change,0,0
117,2026-01-15 15:12:10,Poland,android,instagram_ads,beginner,travel,medium,old,before_change,1,1
118,2026-01-17 09:02:13,Germany,android,paid_search,elementary,self_development,medium,old,before_change,0,0
119,2026-01-19 04:09:22,Brazil,ios,organic,beginner,work,medium,old,before_change,0,0
120,2026-01-16 22:43:41,Netherlands,ios,organic,beginner,self_development,high,old,before_change,1,0
121,2026-01-22 11:21:44,Spain,android,referral,intermediate,self_development,medium,old,before_change,1,0
122,2026-01-26 08:42:30,Spain,ios,referral,elementary,self_development,low,old,before_change,0,0
123,2026-01-26 03:00:25,Brazil,android,blog,beginner,travel,medium,old,before_change,0,0
124,2026-01-23 00:12:26,Brazil,android,referral,beginner,work,low,old,before_change,0,0
125,2026-01-29 12:52:21,Germany,android,organic,elementary,work,low,old,before_change,0,0
126,2026-01-24 14:36:58,Spain,android,organic,elementary,work,medium,old,before_change,1,0
127,2026-01-16 08:18:45,Germany,ios,instagram_ads,beginner,self_development,high,old,before_change,0,0
128,2026-01-28 00:07:10,Italy,ios,instagram_ads,beginner,work,high,old,before_change,0,0
129,2026-01-24 18:26:13,Italy,ios,tiktok_ads,intermediate,work,high,old,before_change,0,0
130,2026-01-25 18:57:54,Spain,android,organic,beginner,exam,medium,old,before_change,0,0
131,2026-01-24 14:40:20,Germany,ios,blog,elementary,travel,high,old,before_change,0,0
132,2026-01-24 09:51:37,Germany,android,paid_search,beginner,exam,low,old,before_change,0,0
133,2026-01-16 12:57:03,Brazil,android,instagram_ads,elementary,travel,medium,old,before_change,0,0
134,2026-01-24 12:09:23,Poland,android,referral,elementary,exam,low,old,before_change,1,1
135,2026-01-28 12:19:27,Brazil,android,instagram_ads,beginner,travel,medium,old,before_change,0,0
136,2026-01-20 04:00:41,Germany,ios,tiktok_ads,elementary,self_development,high,old,before_change,0,0
137,2026-01-25 05:57:28,Germany,ios,tiktok_ads,beginner,travel,high,old,before_change,1,1
138,2026-01-15 12:34:25,Germany,android,referral,intermediate,exam,medium,old,before_change,0,0
139,2026-01-20 21:46:46,Poland,ios,referral,elementary,work,high,old,before_change,0,0
140,2026-01-22 10:10:50,Netherlands,android,paid_search,beginner,work,low,old,before_change,0,0
141,2026-01-31 16:57:26,Brazil,android,paid_search,elementary,exam,high,old,before_change,0,0
142,2026-01-18 15:33:01,Spain,ios,referral,intermediate,self_development,medium,old,before_change,0,0
143,2026-01-19 16:49:54,Italy,android,instagram_ads,beginner,travel,medium,old,before_change,0,0
144,2026-01-21 22:40:46,Spain,ios,instagram_ads,beginner,exam,medium,old,before_change,0,0
145,2026-01-31 21:00:27,Poland,ios,paid_search,elementary,work,low,old,before_change,1,0
146,2026-01-29 12:11:18,Italy,android,organic,beginner,exam,high,old,before_change,0,0
147,2026-01-15 14:09:17,Brazil,android,instagram_ads,elementary,self_development,low,old,before_change,0,0
148,2026-01-18 23:26:50,Italy,ios,blog,beginner,exam,medium,old,before_change,0,0
149,2026-01-28 23:14:35,Germany,android,paid_search,elementary,travel,medium,old,before_change,1,0
150,2026-01-15 23:47:15,Netherlands,ios,paid_search,beginner,work,low,old,before_change,1,0
151,2026-01-29 13:06:49,Germany,android,organic,beginner,work,low,old,before_change,0,0
152,2026-01-19 18:48:16,Brazil,android,instagram_ads,intermediate,travel,high,old,before_change,0,0
153,2026-01-30 14:24:07,Germany,ios,paid_search,elementary,exam,high,old,before_change,0,0
154,2026-01-19 23:47:10,Germany,android,tiktok_ads,beginner,exam,low,old,before_change,0,0
155,2026-01-22 09:12:04,Germany,android,organic,elementary,self_development,medium,old,before_change,1,1
156,2026-01-26 06:03:42,Spain,ios,organic,elementary,travel,medium,old,before_change,0,0
157,2026-01-17 03:31:21,Netherlands,ios,organic,beginner,exam,high,old,before_change,0,0
158,2026-01-24 11:16:08,Brazil,android,organic,elementary,work,medium,old,before_change,1,1
159,2026-01-23 14:02:46,Spain,ios,referral,intermediate,travel,high,old,before_change,0,0
160,2026-01-28 07:49:49,Italy,ios,blog,beginner,work,high,old,before_change,0,0
161,2026-01-31 22:24:41,Italy,ios,tiktok_ads,intermediate,work,medium,old,before_change,1,1
162,2026-01-26 07:02:23,Germany,android,referral,elementary,work,high,old,before_change,1,0
163,2026-01-21 22:56:53,Spain,ios,organic,beginner,self_development,medium,old,before_change,0,0
164,2026-01-21 21:48:21,Netherlands,android,referral,elementary,travel,medium,old,before_change,1,1
165,2026-01-22 02:31:37,Poland,ios,instagram_ads,beginner,work,medium,old,before_change,0,0
166,2026-01-28 20:07:13,Spain,ios,tiktok_ads,elementary,travel,high,old,before_change,0,0
167,2026-01-20 11:03:21,Poland,android,instagram_ads,elementary,travel,high,old,before_change,1,1
168,2026-01-17 20:07:29,Germany,ios,paid_search,beginner,work,low,old,before_change,0,0
169,2026-01-20 16:23:27,Spain,android,paid_search,beginner,exam,medium,old,before_change,0,0
170,2026-01-15 09:15:59,Poland,ios,organic,beginner,work,high,old,before_change,1,1
171,2026-01-16 19:18:22,Netherlands,android,paid_search,elementary,work,medium,old,before_change,0,0
172,2026-01-16 12:44:22,Poland,ios,instagram_ads,intermediate,work,medium,old,before_change,0,0
173,2026-01-28 02:47:36,Germany,android,blog,intermediate,work,high,old,before_change,1,1
174,2026-01-27 06:43:21,Germany,ios,organic,intermediate,travel,medium,old,before_change,1,1
175,2026-01-26 20:16:56,Germany,android,instagram_ads,elementary,work,medium,old,before_change,0,0
176,2026-01-22 20:26:45,Germany,ios,instagram_ads,beginner,self_development,medium,old,before_change,0,0
177,2026-01-27 04:33:35,Germany,ios,organic,elementary,self_development,low,old,before_change,0,0
178,2026-01-17 17:47:55,Brazil,android,paid_search,beginner,travel,high,old,before_change,0,0
179,2026-01-30 07:27:13,Brazil,ios,paid_search,beginner,work,medium,old,before_change,0,0
180,2026-01-23 12:25:34,Netherlands,android,instagram_ads,beginner,work,high,old,before_change,0,0
181,2026-01-30 22:43:29,Spain,android,organic,intermediate,self_development,low,old,before_change,0,0
182,2026-01-17 14:08:36,Germany,android,organic,elementary,travel,high,old,before_change,1,1
183,2026-01-23 10:54:38,Netherlands,android,paid_search,beginner,travel,low,old,before_change,0,0
184,2026-01-26 20:05:55,Germany,android,referral,intermediate,self_development,medium,old,before_change,0,0
185,2026-01-23 10:12:55,Poland,android,referral,elementary,travel,low,old,before_change,1,0
186,2026-01-22 14:01:54,Germany,ios,organic,elementary,self_development,medium,old,before_change,1,0
187,2026-01-17 19:48:55,Brazil,android,tiktok_ads,beginner,work,high,old,before_change,1,1
188,2026-01-21 11:27:23,Italy,ios,blog,beginner,work,medium,old,before_change,0,0
189,2026-01-19 01:24:59,Brazil,ios,organic,beginner,travel,high,old,before_change,0,0
190,2026-01-20 03:01:00,Netherlands,ios,organic,elementary,self_development,high,old,before_change,0,0
191,2026-01-26 14:56:59,Netherlands,ios,organic,elementary,travel,high,old,before_change,1,1
192,2026-01-25 17:09:19,Germany,ios,organic,beginner,work,medium,old,before_change,0,0
193,2026-01-25 07:44:10,Netherlands,ios,referral,beginner,travel,high,old,before_change,0,0
194,2026-01-21 03:37:10,Italy,android,referral,elementary,travel,medium,old,before_change,0,0
195,2026-01-31 07:33:16,Italy,android,instagram_ads,intermediate,exam,medium,old,before_change,0,0
196,2026-01-16 11:45:40,Brazil,android,paid_search,beginner,travel,high,old,before_change,1,0
197,2026-01-20 19:46:37,Spain,ios,referral,elementary,exam,high,old,before_change,0,0
198,2026-01-17 00:08:47,Poland,ios,organic,intermediate,exam,medium,old,before_change,1,1
199,2026-01-20 18:17:20,Brazil,android,organic,elementary,work,high,old,before_change,0,0
200,2026-01-31 08:27:15,Germany,ios,organic,beginner,exam,high,old,before_change,0,0
201,2026-01-21 05:26:07,Germany,ios,referral,elementary,travel,high,old,before_change,1,0
202,2026-01-30 10:42:03,Germany,android,tiktok_ads,intermediate,self_development,high,old,before_change,1,1
203,2026-01-23 09:59:12,Brazil,android,instagram_ads,elementary,travel,medium,old,before_change,0,0
204,2026-01-26 21:28:49,Germany,ios,tiktok_ads,beginner,work,medium,old,before_change,1,1
205,2026-01-22 18:37:34,Germany,android,organic,beginner,self_development,low,old,before_change,0,0
206,2026-01-19 12:28:29,Germany,android,paid_search,beginner,self_development,medium,old,before_change,0,0
207,2026-01-27 23:48:20,Italy,android,referral,beginner,travel,low,old,before_change,0,0
208,2026-01-31 11:25:26,Germany,ios,blog,elementary,work,medium,old,before_change,0,0
209,2026-01-19 11:31:05,Germany,android,instagram_ads,beginner,self_development,high,old,before_change,0,0
210,2026-01-28 05:43:49,Brazil,android,organic,elementary,self_development,high,old,before_change,0,0
211,2026-01-19 10:32:42,Germany,ios,blog,elementary,exam,high,old,before_change,0,0
212,2026-01-27 04:29:28,Italy,android,paid_search,elementary,travel,medium,old,before_change,0,0
213,2026-01-28 09:54:52,Italy,android,paid_search,beginner,work,medium,old,before_change,0,0
214,2026-01-22 15:20:22,Spain,ios,organic,beginner,self_development,high,old,before_change,0,0
215,2026-01-27 12:39:47,Brazil,android,organic,beginner,travel,medium,old,before_change,0,0
216,2026-01-19 15:04:28,Spain,ios,instagram_ads,intermediate,self_development,high,old,before_change,0,0
217,2026-01-16 08:20:07,Germany,android,instagram_ads,beginner,work,medium,old,before_change,1,0
218,2026-01-16 15:19:39,Spain,ios,organic,beginner,exam,high,old,before_change,0,0
219,2026-01-22 14:23:08,Germany,android,organic,beginner,travel,high,old,before_change,0,0
220,2026-01-30 08:15:42,Germany,ios,instagram_ads,elementary,travel,medium,old,before_change,0,0
221,2026-01-17 04:03:04,Brazil,android,paid_search,elementary,travel,low,old,before_change,0,0
222,2026-01-22 17:57:24,Germany,android,paid_search,intermediate,self_development,medium,old,before_change,1,1
223,2026-01-26 23:14:42,Germany,android,organic,beginner,exam,medium,old,before_change,1,0
224,2026-01-18 10:33:51,Brazil,android,referral,beginner,exam,medium,old,before_change,0,0
225,2026-01-27 06:25:10,Brazil,ios,blog,elementary,self_development,medium,old,before_change,1,0
226,2026-01-20 04:49:49,Germany,ios,paid_search,beginner,work,high,old,before_change,1,1
227,2026-01-28 17:56:00,Germany,android,tiktok_ads,beginner,self_development,medium,old,before_change,1,0
228,2026-01-24 20:19:17,Germany,ios,referral,intermediate,travel,high,old,before_change,1,0
229,2026-01-24 07:08:17,Germany,android,organic,elementary,travel,medium,old,before_change,0,0
230,2026-01-18 00:07:23,Poland,android,blog,beginner,work,high,old,before_change,1,0
231,2026-01-22 20:59:16,Italy,android,instagram_ads,intermediate,self_development,low,old,before_change,0,0
232,2026-01-29 13:29:55,Spain,ios,instagram_ads,beginner,exam,high,old,before_change,0,0
233,2026-01-15 07:57:56,Spain,android,instagram_ads,beginner,travel,medium,old,before_change,0,0
234,2026-01-27 21:28:33,Poland,ios,organic,beginner,self_development,medium,old,before_change,0,0
235,2026-01-23 09:02:49,Netherlands,android,referral,beginner,self_development,low,old,before_change,0,0
236,2026-01-27 05:32:27,Germany,android,tiktok_ads,beginner,exam,low,old,before_change,0,0
237,2026-01-26 06:37:32,Germany,android,organic,intermediate,work,high,old,before_change,0,0
238,2026-01-22 08:17:38,Spain,android,instagram_ads,intermediate,work,high,old,before_change,0,0
239,2026-01-20 05:56:10,Brazil,ios,blog,elementary,travel,medium,old,before_change,0,0
240,2026-01-25 15:56:31,Germany,android,referral,intermediate,exam,high,old,before_change,0,0
241,2026-01-17 09:12:41,Spain,android,instagram_ads,beginner,travel,high,old,before_change,0,0
242,2026-01-24 22:18:43,Spain,ios,organic,beginner,work,high,old,before_change,0,0
243,2026-01-16 14:38:07,Germany,android,paid_search,beginner,work,high,old,before_change,0,0
244,2026-01-26 01:08:14,Brazil,android,organic,elementary,work,medium,old,before_change,0,0
245,2026-01-25 16:31:41,Netherlands,android,referral,beginner,self_development,medium,old,before_change,1,0
246,2026-01-16 10:27:11,Brazil,android,referral,beginner,work,medium,old,before_change,1,0
247,2026-01-27 21:03:18,Germany,ios,blog,intermediate,work,high,old,before_change,1,0
248,2026-01-22 01:38:57,Germany,android,organic,beginner,travel,high,old,before_change,0,0
249,2026-01-28 09:02:58,Poland,ios,blog,elementary,travel,low,old,before_change,1,1
250,2026-01-15 16:58:42,Brazil,android,blog,beginner,travel,medium,old,before_change,0,0
251,2026-01-18 01:13:05,Germany,ios,tiktok_ads,elementary,travel,low,old,before_change,0,0
252,2026-01-23 09:32:53,Germany,android,referral,elementary,work,low,old,before_change,0,0
253,2026-01-18 04:47:45,Poland,ios,paid_search,beginner,work,medium,old,before_change,0,0
254,2026-01-20 14:35:00,Poland,ios,paid_search,beginner,self_development,low,old,before_change,0,0
255,2026-01-26 05:31:27,Poland,ios,organic,elementary,travel,high,old,before_change,1,1
256,2026-01-17 10:57:57,Netherlands,android,organic,elementary,travel,high,old,before_change,1,1
257,2026-01-26 12:30:10,Spain,ios,organic,beginner,self_development,medium,old,before_change,0,0
258,2026-01-16 18:11:18,Spain,ios,tiktok_ads,beginner,travel,high,old,before_change,0,0
259,2026-01-17 23:28:31,Germany,ios,paid_search,beginner,exam,medium,old,before_change,1,0
260,2026-01-24 23:45:32,Netherlands,ios,organic,beginner,exam,low,old,before_change,0,0
261,2026-01-28 11:44:28,Netherlands,android,organic,intermediate,exam,low,old,before_change,0,0
262,2026-01-17 21:36:06,Germany,android,tiktok_ads,beginner,travel,medium,old,before_change,0,0
263,2026-01-20 02:23:49,Italy,ios,blog,elementary,travel,medium,old,before_change,0,0
264,2026-01-30 17:26:56,Spain,ios,paid_search,elementary,self_development,medium,old,before_change,0,0
265,2026-01-31 19:47:27,Germany,ios,referral,intermediate,self_development,medium,old,before_change,0,0
266,2026-01-24 21:04:22,Spain,ios,blog,beginner,exam,medium,old,before_change,1,0
267,2026-01-22 14:23:29,Poland,ios,tiktok_ads,elementary,travel,medium,old,before_change,1,0
268,2026-01-20 21:31:22,Italy,ios,tiktok_ads,elementary,work,medium,old,before_change,0,0
269,2026-01-25 09:52:49,Brazil,ios,instagram_ads,beginner,exam,medium,old,before_change,0,0
270,2026-01-25 01:05:36,Italy,ios,blog,beginner,travel,high,old,before_change,0,0
271,2026-01-20 00:15:33,Poland,android,paid_search,intermediate,self_development,medium,old,before_change,0,0
272,2026-01-15 09:18:14,Poland,ios,referral,beginner,self_development,medium,old,before_change,0,0
273,2026-01-17 13:48:40,Poland,android,paid_search,beginner,travel,high,old,before_change,0,0
274,2026-01-31 07:05:31,Spain,android,organic,elementary,travel,low,old,before_change,0,0
275,2026-01-22 02:36:25,Poland,android,tiktok_ads,beginner,work,medium,old,before_change,0,0
276,2026-01-23 04:46:47,Brazil,ios,referral,beginner,work,medium,old,before_change,0,0
277,2026-01-22 22:34:47,Poland,android,referral,beginner,work,high,old,before_change,0,0
278,2026-01-28 07:21:21,Germany,android,blog,beginner,exam,high,old,before_change,0,0
279,2026-01-16 02:30:08,Poland,android,tiktok_ads,elementary,work,low,old,before_change,0,0
280,2026-01-16 09:45:13,Italy,android,instagram_ads,beginner,travel,medium,old,before_change,0,0
281,2026-01-19 16:32:44,Spain,ios,blog,beginner,travel,high,old,before_change,0,0
282,2026-01-23 06:33:23,Italy,android,organic,elementary,work,medium,old,before_change,0,0
283,2026-01-26 09:49:06,Spain,android,organic,elementary,work,medium,old,before_change,0,0
284,2026-01-23 08:12:30,Germany,ios,paid_search,elementary,self_development,low,old,before_change,1,1
285,2026-01-22 11:59:47,Germany,ios,instagram_ads,beginner,travel,high,old,before_change,0,0
286,2026-01-30 22:37:59,Poland,android,tiktok_ads,beginner,self_development,medium,old,before_change,1,0
287,2026-01-17 17:41:44,Brazil,ios,referral,intermediate,work,medium,old,before_change,0,0
288,2026-01-24 17:15:54,Spain,android,organic,beginner,exam,high,old,before_change,1,0
289,2026-01-24 05:14:08,Netherlands,ios,referral,beginner,travel,medium,old,before_change,1,1
290,2026-01-23 01:11:01,Spain,android,instagram_ads,elementary,work,high,old,before_change,0,0
291,2026-01-28 17:29:59,Brazil,ios,blog,elementary,work,high,old,before_change,0,0
292,2026-01-19 12:55:33,Poland,android,paid_search,intermediate,self_development,medium,old,before_change,0,0
293,2026-01-31 05:08:21,Netherlands,android,instagram_ads,beginner,travel,medium,old,before_change,1,0
294,2026-01-20 15:16:48,Poland,android,tiktok_ads,intermediate,work,low,old,before_change,0,0
295,2026-01-24 06:21:42,Netherlands,ios,instagram_ads,beginner,work,medium,old,before_change,1,0
296,2026-01-23 20:26:03,Italy,ios,organic,intermediate,exam,high,old,before_change,0,0
297,2026-01-29 10:42:33,Germany,ios,organic,beginner,travel,high,old,before_change,0,0
298,2026-01-22 11:04:33,Germany,ios,organic,intermediate,travel,medium,old,before_change,1,1
299,2026-01-19 20:06:00,Germany,android,instagram_ads,intermediate,exam,high,old,before_change,0,0
300,2026-01-15 08:49:03,Brazil,ios,tiktok_ads,elementary,work,high,old,before_change,0,0
301,2026-01-21 04:22:50,Netherlands,ios,instagram_ads,elementary,travel,low,old,before_change,0,0
