event_id,user_id,event_time,event_name,step_number,step_name
136,31,2026-01-22 15:49:14,onboarding_completed,6,onboarding_complete
138,31,2026-01-22 15:58:14,first_lesson_completed,8,lesson_1_complete
137,31,2026-01-22 15:59:14,first_lesson_started,7,lesson_1_start
139,32,2026-01-18 20:42:48,registration_completed,1,registration
140,32,2026-01-18 20:43:48,onboarding_started,2,onboarding_start
141,32,2026-01-18 20:48:48,onboarding_completed,6,onboarding_complete
142,33,2026-01-16 13:35:29,registration_completed,1,registration
144,33,2026-01-16 13:36:29,onboarding_completed,6,onboarding_complete
143,33,2026-01-16 13:39:29,onboarding_started,2,onboarding_start
145,33,2026-01-16 13:45:29,first_lesson_started,7,lesson_1_start
146,33,2026-01-16 13:50:29,first_lesson_completed,8,lesson_1_complete
147,34,2026-01-24 10:16:14,registration_completed,1,registration
148,34,2026-01-24 10:17:14,onboarding_started,2,onboarding_start
149,34,2026-01-24 10:20:14,onboarding_completed,6,onboarding_complete
150,34,2026-01-24 10:28:14,first_lesson_started,7,lesson_1_start
151,34,2026-01-24 10:32:14,first_lesson_completed,8,lesson_1_complete
152,35,2026-01-30 02:15:32,registration_completed,1,registration
153,35,2026-01-30 02:17:32,onboarding_started,2,onboarding_start
154,35,2026-01-30 02:20:32,onboarding_completed,6,onboarding_complete
155,36,2026-01-16 02:02:14,registration_completed,1,registration
156,36,2026-01-16 02:02:14,onboarding_started,2,onboarding_start
157,36,2026-01-16 02:06:14,onboarding_completed,6,onboarding_complete
158,37,2026-01-29 14:10:58,registration_completed,1,registration
160,37,2026-01-29 14:11:58,onboarding_completed,6,onboarding_complete
159,37,2026-01-29 14:13:58,onboarding_started,2,onboarding_start
161,37,2026-01-29 14:20:58,first_lesson_started,7,lesson_1_start
162,38,2026-01-29 01:40:24,registration_completed,1,registration
163,38,2026-01-29 01:41:24,onboarding_started,2,onboarding_start
164,38,2026-01-29 01:41:24,onboarding_completed,6,onboarding_complete
166,38,2026-01-29 01:54:24,first_lesson_completed,8,lesson_1_complete
165,38,2026-01-29 01:56:24,first_lesson_started,7,lesson_1_start
167,38,2026-01-30 22:40:24,trial_started,9,trial_start
168,38,2026-02-11 01:40:24,payment_successful,10,payment
169,39,2026-01-19 16:55:04,registration_completed,1,registration
170,39,2026-01-19 16:55:04,onboarding_started,2,onboarding_start
171,39,2026-01-19 17:01:04,onboarding_completed,6,onboarding_complete
172,39,2026-01-19 17:02:04,first_lesson_started,7,lesson_1_start
173,40,2026-01-25 17:43:08,registration_completed,1,registration
174,40,2026-01-25 17:45:08,onboarding_started,2,onboarding_start
175,40,2026-01-25 17:47:08,onboarding_completed,6,onboarding_complete
176,40,2026-01-25 17:57:08,first_lesson_started,7,lesson_1_start
177,40,2026-01-25 17:58:08,first_lesson_completed,8,lesson_1_complete
178,41,2026-01-17 19:24:48,registration_completed,1,registration
179,41,2026-01-17 19:25:48,onboarding_started,2,onboarding_start
180,41,2026-01-17 19:28:48,onboarding_completed,6,onboarding_complete
181,41,2026-01-17 19:34:48,first_lesson_started,7,lesson_1_start
182,41,2026-01-17 19:51:48,first_lesson_completed,8,lesson_1_complete
183,42,2026-01-27 21:17:59,registration_completed,1,registration
186,42,2026-01-27 21:19:59,first_lesson_started,7,lesson_1_start
184,42,2026-01-27 21:20:59,onboarding_started,2,onboarding_start
185,42,2026-01-27 21:23:59,onboarding_completed,6,onboarding_complete
187,42,2026-01-27 21:40:59,first_lesson_completed,8,lesson_1_complete
188,42,2026-01-29 07:17:59,trial_started,9,trial_start
189,43,2026-01-26 21:48:48,registration_completed,1,registration
190,43,2026-01-26 21:52:48,onboarding_started,2,onboarding_start
191,43,2026-01-26 21:54:48,onboarding_completed,6,onboarding_complete
192,43,2026-01-26 21:54:48,first_lesson_started,7,lesson_1_start
193,43,2026-01-26 22:12:48,first_lesson_completed,8,lesson_1_complete
194,44,2026-01-21 00:38:47,registration_completed,1,registration
195,44,2026-01-21 00:40:47,onboarding_started,2,onboarding_start
196,44,2026-01-21 00:40:47,onboarding_completed,6,onboarding_complete
197,44,2026-01-21 00:44:47,first_lesson_started,7,lesson_1_start
198,44,2026-01-21 01:06:47,first_lesson_completed,8,lesson_1_complete
199,45,2026-01-16 03:42:40,registration_completed,1,registration
200,45,2026-01-16 03:44:40,onboarding_started,2,onboarding_start
201,45,2026-01-16 03:48:40,onboarding_completed,6,onboarding_complete
202,45,2026-01-16 03:50:40,first_lesson_started,7,lesson_1_start
203,45,2026-01-16 04:14:40,first_lesson_completed,8,lesson_1_complete
204,46,2026-01-31 12:02:41,registration_completed,1,registration
205,46,2026-01-31 12:03:41,onboarding_started,2,onboarding_start
206,46,2026-01-31 12:05:41,onboarding_completed,6,onboarding_complete
208,46,2026-01-31 12:12:41,first_lesson_completed,8,lesson_1_complete
207,46,2026-01-31 12:14:41,first_lesson_started,7,lesson_1_start
209,46,2026-02-02 03:02:41,trial_started,9,trial_start
210,46,2026-02-12 16:02:41,payment_successful,10,payment
211,47,2026-01-22 13:50:25,registration_completed,1,registration
212,47,2026-01-22 13:52:25,onboarding_started,2,onboarding_start
213,47,2026-01-22 13:56:25,onboarding_completed,6,onboarding_complete
214,47,2026-01-22 14:00:25,first_lesson_started,7,lesson_1_start
215,47,2026-01-22 14:14:25,first_lesson_completed,8,lesson_1_complete
216,48,2026-01-30 04:23:36,registration_completed,1,registration
217,48,2026-01-30 04:25:36,onboarding_started,2,onboarding_start
218,48,2026-01-30 04:28:36,onboarding_completed,6,onboarding_complete
219,48,2026-01-30 04:37:36,first_lesson_started,7,lesson_1_start
220,49,2026-01-26 12:35:27,registration_completed,1,registration
222,49,2026-01-26 12:37:27,onboarding_completed,6,onboarding_complete
221,49,2026-01-26 12:39:27,onboarding_started,2,onboarding_start
224,49,2026-01-26 12:48:27,first_lesson_completed,8,lesson_1_complete
223,49,2026-01-26 12:51:27,first_lesson_started,7,lesson_1_start
225,50,2026-01-28 05:34:49,registration_completed,1,registration
226,50,2026-01-28 05:35:49,onboarding_started,2,onboarding_start
227,50,2026-01-28 05:35:49,onboarding_completed,6,onboarding_complete
228,51,2026-01-27 22:02:20,registration_completed,1,registration
229,51,2026-01-27 22:03:20,onboarding_started,2,onboarding_start
230,51,2026-01-27 22:03:20,onboarding_completed,6,onboarding_complete
231,51,2026-01-27 22:17:20,first_lesson_started,7,lesson_1_start
232,52,2026-01-18 07:24:45,registration_completed,1,registration
233,52,2026-01-18 07:28:45,onboarding_started,2,onboarding_start
234,52,2026-01-18 07:28:45,onboarding_completed,6,onboarding_complete
235,53,2026-01-21 04:28:25,registration_completed,1,registration
237,53,2026-01-21 04:30:25,onboarding_completed,6,onboarding_complete
236,53,2026-01-21 04:31:25,onboarding_started,2,onboarding_start
238,54,2026-01-22 22:25:19,registration_completed,1,registration
239,54,2026-01-22 22:26:19,onboarding_started,2,onboarding_start
240,54,2026-01-22 22:29:19,onboarding_completed,6,onboarding_complete
242,54,2026-01-22 22:36:19,first_lesson_completed,8,lesson_1_complete
241,54,2026-01-22 22:42:19,first_lesson_started,7,lesson_1_start
243,55,2026-01-23 11:05:56,registration_completed,1,registration
244,55,2026-01-23 11:07:56,onboarding_started,2,onboarding_start
245,55,2026-01-23 11:08:56,onboarding_completed,6,onboarding_complete
246,55,2026-01-23 11:09:56,first_lesson_started,7,lesson_1_start
247,55,2026-01-23 11:25:56,first_lesson_completed,8,lesson_1_complete
248,56,2026-01-15 17:52:18,registration_completed,1,registration
249,56,2026-01-15 17:56:18,onboarding_started,2,onboarding_start
250,56,2026-01-15 17:57:18,onboarding_completed,6,onboarding_complete
251,56,2026-01-15 17:58:18,first_lesson_started,7,lesson_1_start
252,56,2026-01-15 18:05:18,first_lesson_completed,8,lesson_1_complete
253,57,2026-01-24 07:00:01,registration_completed,1,registration
254,57,2026-01-24 07:02:01,onboarding_started,2,onboarding_start
255,57,2026-01-24 07:03:01,onboarding_completed,6,onboarding_complete
256,58,2026-01-17 14:57:00,registration_completed,1,registration
257,58,2026-01-17 14:58:00,onboarding_started,2,onboarding_start
258,58,2026-01-17 15:03:00,onboarding_completed,6,onboarding_complete
259,58,2026-01-17 15:03:00,first_lesson_started,7,lesson_1_start
260,58,2026-01-17 15:07:00,first_lesson_completed,8,lesson_1_complete
261,59,2026-01-27 15:17:50,registration_completed,1,registration
262,59,2026-01-27 15:17:50,onboarding_started,2,onboarding_start
263,59,2026-01-27 15:21:50,onboarding_completed,6,onboarding_complete
264,59,2026-01-27 15:28:50,first_lesson_started,7,lesson_1_start
265,59,2026-01-27 15:30:50,first_lesson_completed,8,lesson_1_complete
266,59,2026-01-28 02:17:50,trial_started,9,trial_start
267,59,2026-02-06 11:17:50,payment_successful,10,payment
268,60,2026-01-26 14:41:02,registration_completed,1,registration
269,60,2026-01-26 14:42:02,onboarding_started,2,onboarding_start
270,60,2026-01-26 14:42:02,onboarding_completed,6,onboarding_complete
271,60,2026-01-26 14:56:02,first_lesson_started,7,lesson_1_start
272,60,2026-01-26 15:12:02,first_lesson_completed,8,lesson_1_complete
273,60,2026-01-27 08:41:02,trial_started,9,trial_start
274,61,2026-01-30 16:23:28,registration_completed,1,registration
275,62,2026-01-27 15:51:46,registration_completed,1,registration
277,62,2026-01-27 15:52:46,onboarding_completed,6,onboarding_complete
276,62,2026-01-27 15:53:46,onboarding_started,2,onboarding_start
278,62,2026-01-27 16:04:46,first_lesson_started,7,lesson_1_start
279,63,2026-01-21 05:35:24,registration_completed,1,registration
280,63,2026-01-21 05:38:24,onboarding_started,2,onboarding_start
282,63,2026-01-21 05:39:24,first_lesson_started,7,lesson_1_start
281,63,2026-01-21 05:41:24,onboarding_completed,6,onboarding_complete
283,63,2026-01-21 06:00:24,first_lesson_completed,8,lesson_1_complete
284,63,2026-01-22 09:35:24,trial_started,9,trial_start
285,64,2026-01-31 10:44:38,registration_completed,1,registration
287,64,2026-01-31 10:46:38,onboarding_completed,6,onboarding_complete
286,64,2026-01-31 10:47:38,onboarding_started,2,onboarding_start
288,64,2026-01-31 10:57:38,first_lesson_started,7,lesson_1_start
289,64,2026-01-31 11:00:38,first_lesson_completed,8,lesson_1_complete
290,65,2026-01-21 23:37:36,registration_completed,1,registration
291,65,2026-01-21 23:37:36,onboarding_started,2,onboarding_start
292,65,2026-01-21 23:43:36,onboarding_completed,6,onboarding_complete
293,66,2026-01-20 12:56:12,registration_completed,1,registration
294,66,2026-01-20 12:58:12,onboarding_started,2,onboarding_start
295,66,2026-01-20 13:00:12,onboarding_completed,6,onboarding_complete
296,66,2026-01-20 13:04:12,first_lesson_started,7,lesson_1_start
297,66,2026-01-20 13:18:12,first_lesson_completed,8,lesson_1_complete
298,67,2026-01-30 09:27:30,registration_completed,1,registration
300,67,2026-01-30 09:28:30,onboarding_completed,6,onboarding_complete
299,67,2026-01-30 09:30:30,onboarding_started,2,onboarding_start
301,67,2026-01-30 09:38:30,first_lesson_started,7,lesson_1_start
302,67,2026-01-30 09:45:30,first_lesson_completed,8,lesson_1_complete
303,68,2026-01-21 07:08:51,registration_completed,1,registration
304,68,2026-01-21 07:11:51,onboarding_started,2,onboarding_start
305,68,2026-01-21 07:12:51,onboarding_completed,6,onboarding_complete
306,68,2026-01-21 07:16:51,first_lesson_started,7,lesson_1_start
307,68,2026-01-21 07:27:51,first_lesson_completed,8,lesson_1_complete
308,69,2026-01-16 07:08:52,registration_completed,1,registration
309,69,2026-01-16 07:09:52,onboarding_started,2,onboarding_start
311,69,2026-01-16 07:12:52,first_lesson_started,7,lesson_1_start
310,69,2026-01-16 07:14:52,onboarding_completed,6,onboarding_complete
312,69,2026-01-16 07:24:52,first_lesson_completed,8,lesson_1_complete
313,70,2026-01-22 23:34:43,registration_completed,1,registration
314,70,2026-01-22 23:35:43,onboarding_started,2,onboarding_start
315,70,2026-01-22 23:36:43,onboarding_completed,6,onboarding_complete
316,70,2026-01-22 23:39:43,first_lesson_started,7,lesson_1_start
317,70,2026-01-22 23:53:43,first_lesson_completed,8,lesson_1_complete
318,71,2026-01-28 12:38:14,registration_completed,1,registration
319,71,2026-01-28 12:39:14,onboarding_started,2,onboarding_start
320,71,2026-01-28 12:39:14,onboarding_completed,6,onboarding_complete
321,71,2026-01-28 12:55:14,first_lesson_started,7,lesson_1_start
322,71,2026-01-28 13:06:14,first_lesson_completed,8,lesson_1_complete
323,72,2026-01-18 05:18:15,registration_completed,1,registration
324,72,2026-01-18 05:22:15,onboarding_started,2,onboarding_start
325,72,2026-01-18 05:23:15,onboarding_completed,6,onboarding_complete
326,72,2026-01-18 05:27:15,first_lesson_started,7,lesson_1_start
327,72,2026-01-18 05:50:15,first_lesson_completed,8,lesson_1_complete
328,73,2026-01-22 20:52:47,registration_completed,1,registration
329,73,2026-01-22 20:53:47,onboarding_started,2,onboarding_start
330,73,2026-01-22 20:55:47,onboarding_completed,6,onboarding_complete
331,73,2026-01-22 21:05:47,first_lesson_started,7,lesson_1_start
332,73,2026-01-22 21:20:47,first_lesson_completed,8,lesson_1_complete
333,74,2026-01-17 05:00:28,registration_completed,1,registration
335,74,2026-01-17 05:03:28,onboarding_completed,6,onboarding_complete
334,74,2026-01-17 05:04:28,onboarding_started,2,onboarding_start
336,75,2026-01-26 16:04:59,registration_completed,1,registration
338,75,2026-01-26 16:05:59,onboarding_completed,6,onboarding_complete
337,75,2026-01-26 16:08:59,onboarding_started,2,onboarding_start
339,75,2026-01-26 16:15:59,first_lesson_started,7,lesson_1_start
340,75,2026-01-26 16:16:59,first_lesson_completed,8,lesson_1_complete
341,75,2026-01-27 20:04:59,trial_started,9,trial_start
342,75,2026-02-03 15:04:59,payment_successful,10,payment
343,76,2026-01-23 02:05:15,registration_completed,1,registration
344,76,2026-01-23 02:08:15,onboarding_started,2,onboarding_start
345,76,2026-01-23 02:09:15,onboarding_completed,6,onboarding_complete
346,77,2026-01-20 14:43:12,registration_completed,1,registration
349,77,2026-01-20 14:45:12,first_lesson_started,7,lesson_1_start
347,77,2026-01-20 14:47:12,onboarding_started,2,onboarding_start
348,77,2026-01-20 14:47:12,onboarding_completed,6,onboarding_complete
350,77,2026-01-20 15:04:12,first_lesson_completed,8,lesson_1_complete
351,78,2026-01-18 20:34:44,registration_completed,1,registration
352,78,2026-01-18 20:36:44,onboarding_started,2,onboarding_start
354,78,2026-01-18 20:36:44,first_lesson_started,7,lesson_1_start
353,78,2026-01-18 20:38:44,onboarding_completed,6,onboarding_complete
355,78,2026-01-18 21:06:44,first_lesson_completed,8,lesson_1_complete
356,78,2026-01-19 13:34:44,trial_started,9,trial_start
357,78,2026-01-28 09:34:44,payment_successful,10,payment
358,79,2026-01-24 14:18:57,registration_completed,1,registration
360,79,2026-01-24 14:20:57,onboarding_completed,6,onboarding_complete
359,79,2026-01-24 14:21:57,onboarding_started,2,onboarding_start
361,79,2026-01-24 14:21:57,first_lesson_started,7,lesson_1_start
362,79,2026-01-24 14:27:57,first_lesson_completed,8,lesson_1_complete
363,79,2026-01-26 02:18:57,trial_started,9,trial_start
364,79,2026-02-02 01:18:57,payment_successful,10,payment
365,80,2026-01-26 09:17:02,registration_completed,1,registration
367,80,2026-01-26 09:18:02,onboarding_completed,6,onboarding_complete
366,80,2026-01-26 09:19:02,onboarding_started,2,onboarding_start
368,80,2026-01-26 09:21:02,first_lesson_started,7,lesson_1_start
369,80,2026-01-26 09:28:02,first_lesson_completed,8,lesson_1_complete
370,81,2026-01-30 23:38:41,registration_completed,1,registration
371,81,2026-01-30 23:40:41,onboarding_started,2,onboarding_start
373,81,2026-01-30 23:40:41,first_lesson_started,7,lesson_1_start
372,81,2026-01-30 23:41:41,onboarding_completed,6,onboarding_complete
374,81,2026-01-30 23:57:41,first_lesson_completed,8,lesson_1_complete
375,82,2026-01-22 10:21:28,registration_completed,1,registration
377,82,2026-01-22 10:23:28,onboarding_completed,6,onboarding_complete
376,82,2026-01-22 10:25:28,onboarding_started,2,onboarding_start
378,82,2026-01-22 10:30:28,first_lesson_started,7,lesson_1_start
379,82,2026-01-22 10:42:28,first_lesson_completed,8,lesson_1_complete
380,83,2026-01-17 17:33:38,registration_completed,1,registration
381,83,2026-01-17 17:33:38,onboarding_started,2,onboarding_start
382,83,2026-01-17 17:36:38,onboarding_completed,6,onboarding_complete
383,84,2026-01-29 03:43:57,registration_completed,1,registration
384,84,2026-01-29 03:43:57,onboarding_started,2,onboarding_start
385,84,2026-01-29 03:48:57,onboarding_completed,6,onboarding_complete
386,84,2026-01-29 03:56:57,first_lesson_started,7,lesson_1_start
387,84,2026-01-29 04:03:57,first_lesson_completed,8,lesson_1_complete
388,85,2026-01-25 16:56:37,registration_completed,1,registration
389,85,2026-01-25 16:59:37,onboarding_started,2,onboarding_start
390,85,2026-01-25 17:00:37,onboarding_completed,6,onboarding_complete
392,85,2026-01-25 17:05:37,first_lesson_completed,8,lesson_1_complete
391,85,2026-01-25 17:08:37,first_lesson_started,7,lesson_1_start
393,86,2026-01-26 21:42:29,registration_completed,1,registration
394,86,2026-01-26 21:43:29,onboarding_started,2,onboarding_start
395,86,2026-01-26 21:44:29,onboarding_completed,6,onboarding_complete
396,86,2026-01-26 21:56:29,first_lesson_started,7,lesson_1_start
397,86,2026-01-26 22:03:29,first_lesson_completed,8,lesson_1_complete
398,86,2026-01-28 13:42:29,trial_started,9,trial_start
399,87,2026-01-16 15:40:06,registration_completed,1,registration
400,87,2026-01-16 15:41:06,onboarding_started,2,onboarding_start
401,87,2026-01-16 15:43:06,onboarding_completed,6,onboarding_complete
402,87,2026-01-16 15:53:06,first_lesson_started,7,lesson_1_start
403,87,2026-01-16 15:55:06,first_lesson_completed,8,lesson_1_complete
404,87,2026-01-18 13:40:06,trial_started,9,trial_start
405,87,2026-01-27 22:40:06,payment_successful,10,payment
406,88,2026-01-20 07:26:44,registration_completed,1,registration
407,88,2026-01-20 07:29:44,onboarding_started,2,onboarding_start
408,88,2026-01-20 07:31:44,onboarding_completed,6,onboarding_complete
409,88,2026-01-20 07:41:44,first_lesson_started,7,lesson_1_start
410,89,2026-01-28 01:16:49,registration_completed,1,registration
411,89,2026-01-28 01:17:49,onboarding_started,2,onboarding_start
412,89,2026-01-28 01:20:49,onboarding_completed,6,onboarding_complete
414,89,2026-01-28 01:25:49,first_lesson_completed,8,lesson_1_complete
413,89,2026-01-28 01:29:49,first_lesson_started,7,lesson_1_start
415,89,2026-01-28 15:16:49,trial_started,9,trial_start
416,90,2026-01-29 03:33:43,registration_completed,1,registration
417,90,2026-01-29 03:33:43,onboarding_started,2,onboarding_start
418,90,2026-01-29 03:36:43,onboarding_completed,6,onboarding_complete
419,90,2026-01-29 03:39:43,first_lesson_started,7,lesson_1_start
420,90,2026-01-29 03:57:43,first_lesson_completed,8,lesson_1_complete
421,91,2026-01-22 09:34:06,registration_completed,1,registration
422,92,2026-01-28 16:20:37,registration_completed,1,registration
423,92,2026-01-28 16:21:37,onboarding_started,2,onboarding_start
