user_id,sessions_7d,total_session_duration_7d_sec,lessons_completed_7d,returned_day_1,returned_day_3,returned_day_7
84,7,3202,8,0,0,1
85,5,2783,5,1,0,0
86,3,2023,4,0,0,0
87,6,4305,8,0,1,0
88,3,1006,2,1,1,0
89,4,2352,2,0,1,0
90,5,2834,1,0,0,0
91,1,270,0,0,0,0
92,8,3378,5,1,1,0
93,9,5589,8,1,1,0
94,1,294,0,0,0,0
95,6,3027,8,1,1,0
96,1,416,0,0,0,0
97,2,594,1,0,0,0
98,3,1480,3,0,0,0
99,2,1115,3,0,0,0
100,3,829,1,0,1,0
101,5,2055,4,1,0,0
102,3,1124,0,1,0,0
103,2,1145,2,0,0,0
104,3,1967,8,1,0,0
105,1,138,1,0,0,0
106,3,1474,1,1,0,0
107,6,3515,3,0,1,0
108,6,2533,5,1,1,0
109,5,3451,9,1,0,0
110,6,3040,3,1,1,1
111,4,2792,5,0,0,0
112,2,753,0,0,0,0
113,2,576,1,1,0,0
114,4,2656,4,0,1,0
115,6,3951,4,0,1,0
116,3,929,0,0,0,0
117,3,1825,3,0,0,0
118,1,516,0,0,0,0
119,4,1747,2,0,1,0
120,8,5409,13,1,1,0
121,5,2907,8,1,0,0
122,3,863,1,0,0,0
123,1,355,1,0,0,0
124,6,1523,0,1,0,0
125,4,1113,0,0,0,0
126,4,2481,2,0,0,0
127,4,2153,2,0,1,0
128,3,1204,0,0,0,0
129,1,491,0,0,0,0
130,2,466,0,1,0,0
131,1,580,2,0,0,0
132,1,260,0,0,0,0
133,2,1072,3,0,0,0
134,5,2990,4,0,1,0
135,2,483,0,0,1,0
136,8,3022,2,1,0,0
137,4,2705,7,0,1,0
138,4,1097,0,0,0,0
139,4,1462,1,0,1,0
140,2,543,1,1,0,0
141,2,1200,4,0,0,0
142,1,433,0,0,0,0
143,2,699,0,0,0,0
144,1,291,0,1,0,0
145,4,2310,11,0,0,0
146,4,2251,1,0,1,0
147,2,421,0,0,0,0
148,5,2688,5,1,1,0
149,5,3199,4,0,1,0
150,3,1362,3,1,1,0
151,1,429,1,0,0,0
152,4,1376,1,1,0,0
153,6,3602,6,1,1,0
154,3,819,0,1,0,0
155,4,2595,4,0,1,0
156,3,1482,1,1,0,0
157,3,803,0,0,1,0
158,7,4013,11,1,1,0
159,5,3119,3,0,1,0
160,3,1658,1,0,1,0
161,5,3078,5,0,1,0
162,5,3286,8,0,1,0
163,4,1125,0,1,0,0
164,5,2957,4,1,1,0
165,6,1607,0,1,1,0
166,6,2641,1,1,1,0
167,4,2818,3,0,1,0
168,1,189,0,0,0,0
169,6,1451,2,0,1,1
170,6,4065,9,1,0,0
171,4,1846,3,0,1,0
172,4,1192,0,0,1,0
173,9,5906,12,1,1,0
174,3,1896,3,1,0,0
175,2,440,0,0,0,0
176,3,746,0,0,0,1
177,3,561,1,0,0,0
178,5,2785,3,0,0,1
179,1,378,1,0,0,0
180,3,953,0,1,1,0
181,4,1044,0,1,0,0
182,10,6992,9,1,0,1
183,2,952,0,0,1,0
184,3,1024,0,1,0,0
185,6,3108,6,0,1,0
186,7,4104,8,1,1,0
187,5,3231,5,1,1,0
188,4,1345,2,1,1,0
189,3,1196,1,1,0,0
190,4,2144,1,1,1,0
191,5,3617,4,1,0,0
192,2,487,0,0,0,0
193,1,322,0,0,0,0
194,3,1711,2,0,1,0
195,2,685,0,0,0,0
196,4,2731,6,0,0,1
197,4,2126,5,0,0,0
198,6,3404,7,1,0,1
199,6,2367,1,1,0,0
200,4,2118,4,0,0,0
201,6,4192,6,1,0,0
202,9,6010,17,0,1,0
203,8,2252,4,0,1,0
204,3,1807,1,1,0,0
205,1,229,1,0,0,0
206,4,1191,1,1,1,0
207,5,1791,9,1,1,0
208,5,2472,2,1,0,0
209,4,2393,3,0,1,0
210,5,1788,0,1,1,0
211,1,96,0,0,0,0
212,3,724,1,1,0,0
213,3,1729,2,0,0,1
214,2,752,1,1,0,0
215,3,1525,1,1,0,0
216,3,1556,3,0,0,0
217,7,4433,5,1,1,1
218,4,2164,3,1,0,0
219,1,336,0,0,0,0
220,1,360,0,0,0,0
221,1,146,0,0,0,0
222,4,2261,6,0,0,0
223,5,2647,5,1,1,0
224,4,1267,1,1,1,0
225,5,3178,9,1,0,0
226,3,1992,5,1,0,0
227,3,1620,6,0,0,0
228,4,2464,9,0,0,0
229,6,1633,4,1,1,0
230,4,2933,5,1,1,0
231,2,657,1,1,0,0
232,4,1356,0,0,1,0
233,3,825,0,0,0,0
234,3,1323,1,0,0,0
235,1,360,1,0,0,0
236,3,1373,1,0,0,0
237,3,1157,1,1,0,0
238,3,1190,0,0,0,0
239,4,1503,3,1,1,0
240,11,5956,5,1,0,0
241,3,1502,0,0,0,0
242,3,1075,0,0,0,0
243,9,5122,4,1,1,1
244,4,1202,1,0,0,0
245,9,5619,8,0,1,0
246,8,4961,15,1,0,0
247,9,6301,10,1,0,0
248,6,3060,6,0,0,0
249,5,2884,7,0,0,1
250,4,1100,1,1,0,0
251,1,210,0,0,0,0
252,4,614,1,0,0,1
253,2,629,0,0,0,0
254,3,833,1,1,1,0
255,4,2299,9,0,0,0
256,9,6429,13,0,0,0
257,3,1559,0,0,0,0
258,5,2541,2,0,1,1
259,1,476,4,1,0,0
260,1,262,0,0,0,0
261,3,1363,3,0,0,0
262,4,1078,0,0,0,0
263,4,2005,2,1,1,1
264,3,901,2,1,0,0
265,2,827,0,0,0,0
266,5,3165,4,0,1,0
267,5,3069,4,1,0,0
268,3,797,1,0,0,0
269,8,4286,0,0,1,1
270,3,1129,1,1,0,0
271,5,2635,2,0,1,0
272,3,1557,1,0,0,0
273,3,1552,0,1,0,0
274,4,552,1,1,0,0
275,1,461,0,0,0,0
276,5,1584,1,1,0,0
277,7,3145,5,1,1,0
278,5,2473,1,1,0,1
279,2,378,0,0,0,0
280,4,1917,2,1,0,0
281,6,2369,0,0,1,0
282,1,244,0,0,0,0
283,1,178,0,0,0,0
284,1,469,2,0,0,0
285,2,1034,3,1,0,0
286,3,1806,2,1,1,0
287,6,1770,2,1,1,0
288,8,5581,10,1,0,0
289,4,2612,4,0,1,0
290,2,1207,2,1,0,0
291,7,3473,6,1,0,0
292,2,738,0,1,0,0
293,5,3042,6,0,0,0
294,1,340,0,0,0,0
295,4,2393,6,1,0,0
296,5,2762,1,0,1,1
297,3,1121,1,0,0,1
298,1,610,1,0,0,0
299,6,2464,3,1,0,0
300,4,1647,0,0,1,0
301,1,159,1,0,0,0
302,2,1069,1,1,0,0
303,7,4851,11,1,1,1
304,8,4391,7,1,1,0
305,1,224,0,0,0,0
306,2,1220,4,0,0,0
307,2,972,2,0,0,0
308,7,2023,0,1,1,0
309,7,3043,6,1,0,1
310,1,373,0,0,0,0
311,7,3996,5,1,0,0
312,1,457,1,0,0,0
313,1,426,0,0,0,0
314,4,895,0,0,1,0
315,6,3653,7,1,0,0
316,7,4139,8,0,1,0
317,7,3927,6,1,0,1
318,5,1722,1,0,1,0
319,5,3020,8,0,0,0
320,8,5000,11,1,1,1
321,4,1856,2,0,0,0
322,4,2249,5,1,0,0
323,5,2811,7,1,0,0
324,2,498,0,0,1,0
325,6,3115,4,1,1,1
326,1,649,0,0,0,0
327,4,2563,2,0,0,0
328,3,865,0,0,1,0
329,4,2072,3,1,0,0
330,1,193,0,0,0,0
331,1,328,0,0,0,0
332,3,1778,1,0,0,0
333,6,4201,3,1,0,0
334,2,696,1,0,1,0
335,5,2570,3,0,0,0
336,2,508,0,0,0,0
337,2,563,0,0,0,0
338,1,121,0,0,0,0
339,7,4410,8,1,1,0
340,4,2305,0,1,0,0
341,1,408,0,0,0,0
342,6,4459,9,1,1,0
343,4,2452,2,0,0,0
344,4,973,0,1,1,0
345,4,2696,2,0,1,0
346,1,211,0,0,0,0
347,4,1614,6,0,1,0
348,3,1221,0,1,0,0
349,6,2257,5,1,0,0
350,4,2532,3,1,0,1
351,3,1484,1,0,1,0
352,8,5693,7,0,1,1
353,3,1567,0,0,0,1
354,4,1274,0,1,0,0
355,2,505,0,0,0,0
356,2,885,0,0,0,0
357,10,4841,9,1,1,0
358,1,288,0,0,0,0
359,5,2681,6,0,1,0
360,7,4677,9,0,0,0
361,8,4204,9,1,1,0
362,4,2080,4,1,0,0
363,5,2578,8,0,1,0
364,3,790,0,0,0,0
365,6,3927,9,1,0,0
366,1,325,0,0,0,0
367,2,741,1,1,0,0
368,3,1290,0,0,1,0
369,4,2290,7,0,0,0
370,7,4560,7,1,0,0
371,5,2076,0,0,1,0
372,4,1928,0,0,0,1
373,7,4858,2,1,1,0
374,4,1794,1,0,1,0
375,1,385,0,0,0,0
376,9,5613,11,1,0,0
377,4,2046,1,0,0,0
378,3,948,0,0,0,0
379,3,1534,0,0,1,0
380,3,1365,5,1,0,0
381,4,2203,3,1,0,1
382,4,1166,0,0,1,0
383,2,1081,1,0,0,0
384,9,5856,15,1,1,0
385,4,768,0,0,1,0
386,5,3073,6,0,1,0
387,7,4543,5,1,0,0
388,9,3613,4,1,1,0
389,4,2458,6,1,0,0
390,4,1092,0,1,0,0
391,1,417,0,0,0,0
392,5,2424,8,1,1,0
393,5,3314,11,0,0,0
394,5,1345,0,1,1,0
395,5,3219,4,1,0,0
396,3,1589,2,0,1,0
397,1,731,0,0,0,0
398,4,2303,1,0,1,0
399,4,1753,3,0,0,0
400,5,2893,5,1,0,0
401,2,1200,5,1,0,0
402,5,3207,11,1,1,0
403,4,827,2,0,1,0
404,1,301,0,0,0,0
405,2,613,0,1,0,0
406,2,941,1,0,0,1
407,1,585,0,0,0,0
408,2,658,0,1,0,0
409,2,764,0,0,0,0
410,1,237,0,0,0,0
411,1,351,0,0,0,0
412,4,2229,1,1,1,0
413,1,287,0,0,0,0
414,1,254,0,0,0,0
415,4,1114,1,0,1,0
416,5,2823,9,1,0,1
417,1,79,0,0,0,0
418,7,4513,9,1,0,0
419,3,1730,4,0,0,1
420,5,2651,9,0,0,0
421,6,3416,5,0,0,0
422,6,2613,0,0,0,1
423,3,502,0,0,1,0
424,3,1949,3,0,0,0
425,2,1373,4,0,0,0
426,3,754,1,0,1,0
427,6,3778,7,0,1,0
428,3,1602,1,1,0,0
429,1,217,0,0,0,0
430,2,1053,2,0,0,0
431,2,1375,2,1,0,0
432,1,381,0,0,0,0
433,1,201,0,0,0,0
434,5,3612,9,1,0,0
435,9,5525,9,1,0,0
436,3,2252,4,0,0,0
437,4,2038,8,1,0,0
438,5,3431,7,0,1,0
439,2,854,0,1,0,0
440,3,649,1,0,1,0
441,5,1474,1,1,1,0
442,3,2021,4,0,1,1
443,3,882,2,0,0,0
444,4,2412,1,1,0,0
445,5,1807,3,1,1,0
446,10,6338,13,1,0,1
447,1,585,4,0,0,0
448,4,1500,2,0,0,0
449,1,167,0,0,0,0
450,4,2147,6,0,0,1
451,3,1582,3,1,0,0
452,2,787,2,1,0,0
453,1,321,2,0,0,0
454,6,3419,4,0,0,0
455,1,332,0,0,0,0
456,4,1123,2,0,0,0
457,5,3171,7,1,0,0
458,5,2893,6,0,0,0
459,1,562,0,0,0,0
460,5,3116,6,1,1,0
461,5,2927,10,1,1,0
462,5,2919,4,1,1,0
463,1,502,0,0,0,0
464,5,3481,6,1,0,0
465,3,542,0,0,0,0
466,5,1935,2,1,0,0
467,5,2339,3,1,1,0
468,3,1683,1,0,0,0
469,6,2173,0,1,0,0
470,3,686,1,1,0,1
471,1,435,0,0,0,0
472,4,1365,3,0,0,0
473,3,768,0,0,0,0
474,6,1167,0,0,1,1
475,2,1476,3,0,0,1
476,2,534,1,0,0,1
477,5,1866,0,0,0,0
478,4,1288,0,0,1,0
479,5,2402,2,1,0,0
480,2,1327,4,0,0,0
481,7,3344,5,1,1,1
482,3,1655,3,0,0,0
483,6,3878,3,1,0,0
484,7,1734,3,1,0,1
485,6,3670,3,1,0,0
486,4,860,3,1,0,0
487,5,2813,3,0,1,1
488,3,1350,1,1,0,0
489,5,3288,5,1,0,0
490,4,1783,1,1,0,0
491,3,1157,0,1,0,0
492,6,3442,5,0,0,0
493,3,1404,2,0,0,0
494,3,1810,5,0,0,0
495,3,1123,2,0,0,0
496,6,4221,9,1,1,0
497,8,3796,3,1,0,0
498,2,657,0,1,0,0
499,4,1369,1,0,0,0
500,7,4022,8,1,1,0
501,1,356,0,0,0,0
502,4,1711,1,0,0,0
503,3,539,1,1,0,0
504,4,1781,5,1,1,0
505,4,2730,3,1,0,0
506,7,3209,4,1,1,1
507,1,220,0,0,0,0
508,4,2362,0,0,0,1
509,5,3516,12,0,0,0
510,3,1912,4,0,0,0
511,1,261,0,0,0,0
512,2,475,0,0,0,0
513,1,178,0,0,0,0
514,3,1281,1,0,1,0
515,3,1222,3,1,0,0
516,6,3447,7,1,1,0
517,2,617,0,0,0,0
518,6,4089,5,1,0,0
519,3,730,0,0,0,1
520,2,584,0,0,0,0
521,5,2754,2,1,0,0
522,2,1434,3,0,0,0
523,11,6645,12,0,1,1
524,5,3608,8,0,1,0
525,5,2332,1,1,0,0
526,3,786,2,0,0,0
527,3,879,1,0,0,0
528,6,3950,6,0,1,0
529,4,1156,0,1,0,0
530,7,4231,6,1,0,1
531,7,4730,7,1,0,0
532,6,3038,5,1,1,0
533,4,1760,1,0,1,0
534,2,441,0,0,0,0
535,1,327,0,0,0,0
536,3,1340,4,1,0,0
537,7,3203,3,1,1,0
538,3,1373,3,1,0,1
539,3,1123,1,0,1,0
540,4,1637,1,0,0,0
541,4,2446,9,1,1,0
542,6,3753,6,0,1,1
543,6,4070,8,1,1,0
544,2,341,0,1,1,0
545,8,4396,6,1,0,0
546,4,2407,4,1,0,0
547,1,579,1,0,0,0
548,3,606,0,0,0,0
549,4,1470,0,1,0,0
550,2,478,0,0,0,0
551,3,1393,2,0,0,1
552,1,279,1,0,0,0
553,6,2479,3,0,1,0
554,3,1691,4,1,0,0
555,4,1318,1,0,0,0
556,1,325,0,0,0,0
557,1,314,0,0,0,0
558,3,1234,4,0,1,0
559,3,1984,4,1,0,0
560,3,1441,1,0,1,0
561,3,1592,1,0,0,0
562,3,1888,0,1,0,0
563,10,4969,6,1,1,0
564,1,507,1,0,0,0
565,1,307,0,0,0,0
566,1,218,0,0,0,0
567,1,279,1,0,0,0
568,7,4301,10,0,1,0
569,1,216,0,0,0,0
570,2,1057,1,0,0,0
571,1,419,0,0,0,0
572,1,285,0,0,0,0
573,6,3261,5,1,0,0
574,7,3611,3,1,1,0
575,2,421,0,0,1,0
576,2,605,1,1,0,0
577,4,1186,0,0,1,1
578,2,682,1,1,0,0
579,4,2186,5,0,1,0
580,7,4958,7,1,1,0
581,1,279,0,0,0,0
582,1,405,1,0,0,0
583,9,4443,9,1,1,0
584,1,306,1,0,0,0
585,4,1086,1,0,0,1
586,7,4076,5,1,0,0
587,2,1291,0,0,0,0
588,3,1822,6,1,0,0
589,6,3271,6,1,0,0
590,6,2380,4,0,0,1
591,11,6150,19,1,1,0
592,2,1121,3,0,0,0
593,2,511,0,0,0,0
594,2,712,0,0,0,0
595,6,2904,1,1,0,0
596,4,2456,2,0,0,0
597,7,3420,11,1,0,0
598,2,720,1,0,1,0
599,3,1940,7,1,0,0
600,7,2497,1,1,1,0
601,2,690,0,0,0,0
602,1,282,0,0,0,0
603,5,1853,5,0,0,0
604,1,506,1,0,0,0
605,1,223,0,0,0,0
606,2,545,0,0,0,0
607,2,681,0,0,0,0
608,2,850,2,1,0,0
609,3,972,1,0,0,1
610,12,7058,16,1,1,0
611,2,932,1,0,0,0
612,6,3374,7,1,1,0
613,2,991,0,1,0,0
614,1,330,0,0,0,0
615,6,2825,5,0,0,0
616,2,550,0,0,1,0
617,6,2188,2,1,0,0
618,3,1031,2,0,0,0
619,7,3828,3,0,0,0
620,2,419,0,0,0,1
621,8,4029,6,1,1,0
622,1,250,0,0,0,0
623,2,477,0,0,0,0
624,1,464,0,0,0,0
625,3,2104,8,0,0,1
626,5,1586,0,0,0,0
627,2,957,5,0,0,1
628,3,892,0,1,0,0
629,1,168,0,0,0,0
630,3,452,0,0,1,0
631,2,721,0,1,0,0
632,4,1126,0,1,0,0
633,4,2329,5,0,1,0
634,3,1306,0,0,0,0
635,4,869,2,1,0,0
636,3,1099,0,1,0,0
637,2,1335,2,0,0,0
638,1,330,0,0,0,0
639,2,697,0,0,0,0
640,3,766,1,0,1,1
641,3,524,1,1,0,0
642,3,855,2,0,0,1
643,4,2826,5,0,0,0
644,4,1419,2,1,1,0
645,4,2252,2,0,0,0
646,5,2705,3,1,1,0
647,3,809,0,0,0,0
648,1,123,0,0,0,0
649,1,300,0,0,0,0
650,2,1203,4,0,0,0
651,2,419,0,0,0,0
652,3,983,0,0,0,0
653,5,1829,0,0,0,0
654,1,184,0,0,0,0
655,1,444,2,0,0,0
656,3,667,1,0,0,0
657,1,410,1,0,0,0
658,7,2744,9,0,1,1
659,1,118,0,0,0,0
660,2,1190,2,0,0,0
661,3,1914,3,0,0,0
662,6,4085,5,0,1,0
663,4,1408,0,1,0,0
664,8,3765,5,0,1,1
665,5,2233,2,0,1,0
666,6,3129,4,1,0,0
667,4,1607,2,1,0,0
668,2,1061,4,0,0,0
669,7,5115,8,0,1,0
670,6,3877,10,1,1,0
671,8,4941,10,1,0,0
672,5,2247,3,0,0,0
673,5,1903,1,0,1,1
674,4,1585,1,1,0,0
675,4,2402,2,0,1,0
676,4,2583,4,0,1,0
677,3,686,0,0,0,0
678,2,781,0,0,0,0
679,2,806,0,1,0,0
680,4,1836,3,1,0,0
681,10,6117,14,1,0,1
682,3,1067,0,1,0,0
683,7,1769,0,1,1,0
684,5,3031,2,1,1,0
685,5,2986,6,1,0,0
686,6,3738,5,0,1,0
687,3,1304,2,0,1,0
688,2,874,0,0,0,0
689,2,777,1,0,0,0
690,5,2583,5,0,1,0
691,5,2568,5,1,0,0
692,5,2143,0,1,0,0
693,2,570,1,1,0,0
694,5,2848,4,1,0,0
695,5,2803,7,1,1,0
696,2,796,0,0,0,0
697,4,1440,1,1,0,0
698,3,933,1,0,0,0
699,2,917,1,1,0,0
700,5,2789,7,1,0,0
701,1,201,0,0,0,0
702,2,717,1,0,0,0
703,2,461,0,0,0,0
704,1,347,0,0,0,0
705,4,1935,4,1,0,0
706,5,3833,5,1,0,1
707,6,1557,1,1,0,1
708,8,5055,10,1,0,0
709,4,2694,3,1,1,0
710,3,1098,0,1,0,0
711,6,3976,9,0,1,0
712,9,2885,1,1,0,0
713,4,1399,1,0,0,0
714,5,1718,4,1,1,0
715,5,3007,3,1,0,0
716,3,763,2,0,1,0
717,6,2445,3,0,1,0
718,4,2932,4,1,0,0
719,6,1547,2,1,0,0
720,2,759,2,0,0,0
721,2,1246,1,0,1,0
722,4,2400,3,0,0,0
723,4,1800,2,0,1,0
724,3,1722,3,0,1,0
725,6,1712,3,1,0,0
726,2,589,1,1,0,0
727,4,2147,2,1,0,0
728,6,3264,7,0,1,0
729,2,248,2,0,0,0
730,2,735,1,0,0,0
731,6,3344,4,0,0,0
732,3,1349,2,0,0,0
733,3,938,0,0,1,0
734,4,1621,1,0,0,0
735,2,621,0,0,0,0
736,5,2565,0,1,0,0
737,3,716,0,0,0,0
738,5,3003,2,1,1,0
739,7,2477,3,1,0,0
740,6,2097,3,1,1,1
741,1,220,0,0,0,0
742,1,144,0,1,0,0
743,4,2251,8,0,0,1
744,8,4815,15,0,1,0
745,5,2491,6,0,1,0
746,4,2419,4,1,0,0
747,3,1156,1,0,0,1
748,6,3993,3,1,1,0
749,5,1819,2,1,0,0
750,5,3041,4,1,1,0
751,6,1992,1,1,1,0
752,2,779,0,0,1,0
753,1,384,0,0,0,0
754,5,2683,6,0,0,0
755,4,2108,5,1,1,0
756,5,3329,5,1,1,0
757,4,1730,6,0,1,0
758,6,3089,8,1,0,0
759,4,1081,0,1,0,0
760,6,3480,3,0,1,0
761,3,1882,4,1,0,0
762,1,731,0,0,0,0
763,3,1447,0,0,0,0
764,3,1592,1,0,0,0
765,6,2215,1,1,1,0
766,4,2157,6,1,0,0
767,1,788,0,0,0,0
768,5,1523,2,0,0,0
769,9,5382,10,0,0,0
770,2,1144,6,0,0,1
771,5,2697,7,1,1,0
772,3,2214,5,0,1,0
773,8,4844,4,0,1,0
774,1,204,0,0,0,0
775,4,2209,4,0,0,0
776,5,3196,9,1,0,0
777,1,415,0,0,0,0
778,5,3086,4,0,0,0
779,4,992,0,0,0,0
780,2,652,0,0,0,0
781,7,2831,5,1,0,0
782,1,250,0,0,0,0
783,4,765,3,1,1,0
784,6,3452,6,0,0,0
785,7,2568,1,1,1,0
786,1,403,0,0,0,0
787,1,154,0,0,0,0
788,2,545,0,1,0,0
789,4,2109,2,1,1,0
790,3,806,0,0,1,0
791,5,2768,4,0,1,0
792,1,384,0,0,0,0
793,5,2262,5,0,0,0
794,2,459,1,0,0,0
795,5,2733,5,1,1,0
796,7,4657,11,1,1,0
797,3,656,0,0,1,0
798,7,4252,8,0,0,0
799,8,4561,10,0,1,0
800,1,416,0,0,0,0
801,5,1812,1,0,1,0
802,4,2279,1,1,0,0
803,7,2322,9,0,0,0
804,6,2281,1,1,1,0
805,2,1389,2,0,0,1
806,6,2951,7,1,0,0
807,1,367,0,0,0,0
808,5,2315,3,0,0,0
809,4,2439,7,1,1,0
810,4,1008,1,1,0,0
811,4,2235,1,1,0,0
812,9,6214,14,1,0,1
813,4,1720,0,0,0,0
814,2,656,0,0,0,0
815,5,2381,1,1,0,0
816,2,667,0,0,0,0
817,2,416,1,0,1,0
818,1,467,0,0,0,0
819,3,760,0,0,0,0
820,2,786,0,1,0,0
821,2,667,0,0,0,0
822,4,1700,1,0,0,1
823,2,1209,1,0,0,0
824,3,1564,5,0,0,0
825,3,1343,4,0,1,0
826,3,860,0,1,0,0
827,4,2026,3,1,1,0
828,2,659,0,0,0,0
829,4,2302,10,0,1,0
830,1,600,2,0,0,0
831,1,338,1,0,0,0
832,1,258,0,0,0,0
833,1,295,0,0,0,0
834,1,219,0,0,0,0
835,5,3282,11,0,1,1
836,3,738,0,1,0,0
837,3,974,0,0,0,0
838,2,428,0,0,0,0
839,6,3159,6,1,1,0
840,5,1994,3,1,0,0
841,2,682,1,0,1,0
842,6,3257,8,0,1,0
843,8,3295,2,0,1,0
844,8,3770,5,1,1,1
845,2,342,0,0,0,0
846,1,560,2,0,0,0
847,1,216,0,0,0,0
848,2,441,0,0,1,0
849,1,292,0,0,0,0
850,2,623,0,0,0,0
851,5,1099,1,1,1,0
852,2,925,0,0,0,0
853,4,1390,1,1,1,0
854,3,1492,1,0,0,0
855,6,3073,2,1,1,0
856,5,1905,0,1,0,0
857,4,2276,6,0,0,0
858,8,5675,8,1,1,0
859,3,1791,6,0,0,0
860,3,1768,1,0,0,0
861,6,4040,10,1,1,0
862,2,405,0,1,0,0
863,9,6580,11,0,1,0
864,7,2932,1,0,0,0
865,5,1979,0,1,0,0
866,2,609,1,0,0,0
867,4,2189,0,1,1,0
868,4,626,0,0,1,0
869,2,568,1,1,0,0
870,3,1604,3,0,0,0
871,2,509,0,0,0,0
872,3,1387,1,1,0,0
873,1,285,1,0,0,0
874,2,1325,5,0,1,0
875,1,293,0,0,0,0
876,6,3116,7,1,1,0
877,5,3287,4,0,1,0
878,4,1249,1,0,0,0
879,2,607,0,0,1,0
880,4,1579,0,0,0,0
881,1,291,0,0,0,0
882,4,1259,1,1,1,0
883,5,2757,5,1,0,0
884,1,444,0,0,0,0
885,1,466,0,0,0,0
886,3,1810,5,1,0,0
887,4,2628,4,0,1,0
888,6,3611,9,1,1,1
889,6,4194,9,0,1,1
890,1,310,0,0,0,0
891,7,3776,9,1,1,0
892,6,3535,2,0,0,0
893,1,304,0,0,0,0
894,5,2051,1,1,0,0
895,6,1231,1,0,0,0
896,5,2939,7,1,0,0
897,2,807,0,0,0,0
898,2,803,3,1,0,0
899,4,751,0,0,0,0
900,1,514,1,0,0,0
901,3,1230,2,1,0,0
902,5,1534,0,0,1,1
903,4,1728,1,1,0,0
904,3,1181,0,0,0,0
905,6,1572,1,0,1,1
906,2,268,0,0,0,0
907,5,2416,4,1,1,0
908,7,3633,4,1,1,0
909,3,1484,0,0,0,0
910,3,817,0,0,0,1
911,2,1053,2,0,0,0
912,4,1157,0,1,0,1
913,2,1385,5,1,0,0
914,3,1560,3,0,0,0
915,1,676,2,0,0,0
916,3,1444,7,0,0,0
917,4,2269,3,0,0,0
918,8,4769,9,1,1,1
919,2,699,0,0,0,0
920,2,361,0,0,0,0
921,5,1362,1,0,1,0
922,5,2452,5,1,0,0
923,3,640,0,0,0,0
924,2,1156,2,1,0,0
925,7,3355,4,1,0,1
926,5,2543,3,1,0,0
927,5,3249,3,1,1,0
928,7,4921,8,0,1,0
929,2,971,2,0,0,0
930,5,1973,1,1,0,0
931,5,1630,2,1,1,0
932,6,3936,6,0,1,0
933,1,237,0,0,0,0
934,6,3961,13,1,1,0
935,1,448,1,0,0,0
936,1,537,0,1,0,0
937,7,3654,2,0,1,1
938,3,1365,2,1,0,0
939,5,2269,3,1,1,0
940,6,1626,0,1,1,1
941,5,1493,1,0,1,0
942,1,193,0,0,0,0
943,3,729,1,0,0,1
944,4,2234,2,0,1,0
945,3,1131,2,0,0,0
946,2,485,0,0,0,0
947,1,367,0,0,0,0
